Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Normal,Community and Health Sciences,AUD,Dental assistant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Certificate-III-in-Dental-Assisting,No,No,Yes,Certificate III in Dental Assisting,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Dental Assisting will teach you all the necessary skills to assist dentists, dental hygienists, dental prosthetists, dental therapists or oral health therapists during oral health care procedures.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Normal,Community and Health Sciences,AUD,"dental technician in dental surgeries, dental laboratories or denture clinicsdental laboratory owner/operator",Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Diploma-of-Dental-Technology,No,No,Yes,Diploma of Dental Technology,6.0,No,A,Yes,,"19,100",Yes,ATAR,The Diploma of Dental Technology is a two-year hands-on course which will give you the skills to work as a dental technician.,,DIP,Melbourne,No,Holmesglen Institute,IELTS,Years,"21,027.60",No
Normal,Community and Health Sciences,AUD,"oral health therapist (dental hygienist and dental therapist) with employment in public, private or hospital settingshealth promotion officerhealth researcherclinical tutor, academic in health discipline courses",Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/CSU-Bachelor-of-Oral-Health-Therapy-and-Hygiene,No,No,Yes,CSU Bachelor of Oral Health,7.0,No,A,Yes,,No int,Yes,ATAR,"The Bachelor of Oral Health (Therapy and Hygiene) is a Charles Sturt University (CSU) degree offered at Holmesglen's Chadstone. Students will undertake lectures and pre-clinical training in Years 1 and 2 at Holmesglen, with some clinical training at CSU's campus in Wagga Wagga, NSW. The third year of the course is completed while enrolled at the Wagga Wagga campus of CSU.",,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Community and Health Sciences,AUD,disability support worker in non-government residential servicesdisability development support officer with the Department of Health and Human Services integration aide/education supportsupport worker in employment serviceshome care workerattendant carer providing respite care or personal care to people with disabilitiescommunity outreach workersupport worker in day and adult servicesindividualised support workeradvocatevarious roles with the NDIS,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Certificate-IV-in-Disability,No,No,Yes,Certificate IV in Disability,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate IV in Disability is the recognised qualification to become a disability support worker. If you're passionate about empowerment, advocacy and inclusion, and want to extend your skills and knowledge of disability, this course is for you.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"6,394.00",Yes
Normal,Community and Health Sciences,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Course-in-Introduction-to-the-National-Disability-Insurance-Scheme,No,No,Yes,Course in Introduction to the National Disability Insurance Scheme,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Introduction to the National Disability Insurance Scheme (NDIS) is a short course which will give you a clear understanding of the scheme and what it means to work with a person who accesses the scheme.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Year,0,Yes
Normal,Community and Health Sciences,AUD,policing (state and federal forces)community corrections officer (working with offenders on community correction orders)court registrar or court administrationlocal laws officer and local government authoritiesyouth justicecustomssheriff's departmentprison officerlegal assistant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Diploma-of-Justice,No,No,Yes,Diploma of Justice,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Diploma of Justice will give you the knowledge, skills and attributes required for a successful career within the justice environment.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"8,840.00",Yes
Normal,Community and Health Sciences,AUD,policing (state and federal forces)community corrections officer (working with offenders on community correction orders)court registrar or court administrationlocal laws officer and local government authoritiesyouth justicecustomssheriff's departmentprison officerlegal assistant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Advanced-Diploma-of-Justice,No,No,Yes,Advanced Diploma of Justice,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Advanced Diploma of Justice is designed to develop the knowledge, skills and attributes required for a successful career within the justice environment.",,ADIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"8,810.50",No
Normal,Community and Health Sciences,AUD,Enrolled nurse,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,No,No,Yes,Diploma of Nursing,7.0,No,A,Yes,,"16,600",Yes,ATAR,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Years,"25,748.00",Yes
Normal,Community and Health Sciences,AUD,Enrolled nurse,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,No,No,Yes,Diploma of Nursing,7.0,No,A,Yes,,"16,600",Yes,ATAR,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Years,"25,748.00",Yes
Normal,Community and Health Sciences,AUD,Registered nurse,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Bachelor-of-Nursing,No,No,Yes,Bachelor of Nursing,7.0,No,A,Yes,,"27,200",Yes,ATAR,"The Bachelor of Nursing focuses on professional nursing practice and theory, and is underpinned by a philosophy of person-centred and holistic care, making our graduates highly sought after.",,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"15,750.50",No
Traineeship,Community and Health Sciences,AUD,This qualification covers the skills and knowledge required to perform a limited range of laboratory operations across all industry sectors and is the entry level required for laboratory personnel across all industry sectors.,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Laboratory-Skills-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate III in Laboratory Skills,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Laboratory Skills teaches secondary school students skills in maintaining a laboratory, routine sampling and testing, recording data, and using laboratory computing programs.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Community and Health Sciences,AUD,pathology collectorpathology assistant specimen collectorpathology team leader,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Pathology-Collection,No,No,Yes,Certificate III in Pathology Collection,5.5,No,A,Yes,,"7,500",Yes,ATAR,"The Certificate III in Pathology Collection will give you the knowledge and skills to work as a pathology collector in the private pathology sector, medical clinics and hospital settings.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,263.50",No
Normal,Community and Health Sciences,AUD,Laboratory assistant or technician,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-IV-in-Laboratory-Techniques,Yes,No,Yes,Certificate IV in Laboratory Techniques,5.5,No,A,Yes,,"15,900",Yes,ATAR,"The Certificate IV In Laboratory Techniques provides you with training in all aspects of laboratory operations, including occupational health and safety (OHS), analytical instrumentation, laboratory management systems, chemistry, microscopy and biological techniques.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Days,"12,595.00",No
Normal,Computing and IT,AUD,cyber security technical support desktop support techniciancyber security intrusion testersecurity support officerPen testernetworking security support officersystems testercomputer forensics technicianwebsite security support officer.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Certificate-IV-in-Cyber-Security,Yes,No,Yes,Certificate IV in Cyber Security,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are excited about working in cyber security, the Certificate IV in Cyber Security is a great starting point for a career in this area.  And with information technology one of the fastest growing industry sectors in Victoria, one of IT’s fastest areas of workforce growth is cyber security.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,504.00",Yes
Normal,Computing and IT,AUD,cyber security technical support desktop support techniciancyber security intrusion testersecurity support officerPEN testernetworking security support officersystems testercomputer forensics technicianwebsite security support officer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Certificate-IV-in-Cyber-Security-Online,Yes,No,Yes,Certificate IV in Cyber Security,Na,Yes,D,No,,NoIntFee,No,ATAR,"This self-paced, online Certificate IV in Cyber Security provides you with practical skills and knowledge to work in a technical support role in a cyber security operations centre. If you are excited about working in cyber security, the online Certificate IV in Cyber Security is a great starting point for a career in this area.",,CERTIV,Online,Yes,Holmesglen Institute,IELTS,Year,"9,504.00",Yes
Normal,Computing and IT,AUD,cyber security operations analystnetwork security administratorcyber security systems administratorcyber security systems coordinatorcyber security operations administratorcyber network services administratorcyber security network support administrator,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Advanced-Diploma-of-Cyber-Security,Yes,No,Yes,Advanced Diploma of Cyber Security,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Cyber security is one of the fastest growing careers in the IT industry. The Advanced Diploma in Cyber Security will support you in building the technical skills and knowledge needed to launch a career as a para professional in cyber security.,,ADIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"14,934.50",No
Normal,Computing and IT,AUD,Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,Yes,No,No,"Certificate III in Information, Digital Media and Technology",Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,Computing and IT,AUD,Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,Yes,No,No,"Certificate III in Information, Digital Media and Technology",Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,Computing and IT,AUD,Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,Yes,No,No,"Certificate III in Information, Digital Media and Technology",Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Traineeship,Computing and IT,AUD,This course can be used by students to support VCE ATAR outcomes.,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-VET-Delivered-to-Secondary-School-Students-Games-stream,Yes,No,No,"Certificate III in Information, Digital Media and Technology",Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Information, Digital Media and Technology (games stream) gives secondary school students an excellent pathway into the games design industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Computing and IT,AUD,assistant animatorassistant games programmerassistant graphic designersupport 2D/3D artist,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-IV-in-Digital-and-Interactive-Games,Yes,No,Yes,Certificate IV in Digital and Interactive Games,5.5,No,A,Yes,,"6,900",Yes,ATAR,"If you are interested in creating and deploying 3D games, the Certificate IV in Digital and Interactive Games is for you. With so many platforms now available and the rapid growth of Australia’s video game industry, there is no better time to launch your dream career in game development and design.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,662.50",No
Normal,Computing and IT,AUD,games designer3D modellerenvironmental artisttexture artistanimator3D character animatorVR developergame programmer2D/3D artist level designergame developermobile app developer C# developerinteractive media developer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Diploma-of-Digital-and-Interactive-Games-Online,Yes,No,Yes,Diploma of Digital and Interactive Games,Na,Yes,D,No,,NoIntFee,No,ATAR,Learn to take your 3D game concepts and make them reality when you study this online Diploma of Digital and Interactive Games.,,DIP,Online,Yes,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Computing and IT,AUD,games designer3D modellerenvironmental artisttexture artistanimator3D character animatorVR developergame programmer2D/3D artist level designergame developermobile app developer C# developerinteractive media developer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Diploma-of-Digital-and-Interactive-Games,Yes,No,Yes,Diploma of Digital and Interactive Games,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Digital and Interactive Games teaches you to take your 3D game concepts and make them a reality while developing the skills you need to create interactive, immersive and fun games.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,526.50",No
Normal,Computing and IT,AUD,network support technicianIT security support officerhelpdesk IT support cyber security support,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Information-Systems/Certificate-IV-in-Information-Technology-Online,Yes,No,Yes,Certificate IV in Information Technology,Na,Yes,D,No,,NoIntFee,No,ATAR,"The Certificate IV in Information Technology will give you the opportunities to begin a career in networking, cyber security, and help desk support.",,CERTIV,Online,Yes,Holmesglen Institute,IELTS,Year,"10,212.50",No
Normal,Computing and IT,AUD,Bachelor of Information Systems graduates can apply for entry to relevant Masters or other post-graduate qualifications.,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Information-Systems/Bachelor-of-Information-Systems,Yes,No,Yes,Bachelor of Information Systems,6.0,No,A,Yes,,"17,400",Yes,ATAR,"Holmesglen's Bachelor of Information Systems has a practical, hands-on approach to learning, focused on building technical skills from the ground up.",,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"9,897.00",No
Traineeship,Computing and IT,AUD,"entry level positions in help-desk support job roles, networking, technical support.",Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Certificate-III-in-Information-Digital-Media-and-Technology-Support-streamVET-delivered-to-Secondary-Students,Yes,No,No,"Certificate III in Information, Digital Media and Technology",Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Information, Digital Media and Technology IT (support stream) gives secondary students a solid grounding in IT help desk support tasks as well as being an excellent pathway into studying cyber security.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,Computing and IT,AUD,junior networking assistantnetworking technicianhelp desk support officer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Certificate-IV-in-Information-Technology-Networking,Yes,No,Yes,Certificate IV in Information Technology Networking,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Certificate IV in Information Technology will give you skills in building, configuring and managing networks, network security, cloud computing, virtualisation and enterprise communication systems. These skills are key to entering the workforce and building a future career as a network administrator, network security technician or enterprise systems administrator.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,153.00",No
Normal,Computing and IT,AUD,network administratornetwork security administratornetwork techniciannetwork supportproject manager,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Diploma-of-Information-Technology-Networking,Yes,No,Yes,Diploma of Information Technology Networking,5.5,No,A,Yes,,"6,900",Yes,ATAR,The Diploma of Information Technology Networking prepares you to work in a networking and systems administrative role in small to large companies.,,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"11,300.00",No
Normal,Computing and IT,AUD,software developer assistantmobile applications developersoftware systems assistant integratorweb interface programmerassistant programmerIT customer support technicianassistant data analystJava programmer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Programming/Certificate-IV-in-Programming,Yes,No,Yes,Certificate IV in Programming,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Certificate IV in Programming is the ideal pathway into designing and developing computer software. You will be introduced to Java programming, mobile application development and web programming.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"10,332.00",No
Normal,Computing and IT,AUD,software developer software programmermobile applications developersystems integratorweb developercloud applications developerdata analystJava programmer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Programming/Diploma-of-Software-Development,Yes,No,Yes,Diploma of Software Development,5.5,No,A,Yes,,"6,900",Yes,ATAR,"Study the Diploma of Software Development and learn to write programs for the cloud, develop web applications using .NET framework and Microsoft Visual Studio, advanced mobile applications using the Android platform including client-server applications, and the Internet of Things using Python.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"11,135.00",No
Normal,Computing and IT,AUD,assistant website designerassistant website developerweb masterserver side software developerUX & UI designerassistant web marketing analystassistant graphic designerdigital media designer/developerweb applications developer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Certificate-IV-in-Web-Based-Technologies-Online,Yes,No,Yes,Certificate IV in Web-Based Technologies,Na,Yes,D,No,,NoIntFee,No,ATAR,"This self-paced, fully flexible, online Certificate IV in Web-Based Technologies will deliver the skills you need to design and develop rich, engaging websites and web applications for both mobile and desktop devices.",,CERTIV,Online,Yes,Holmesglen Institute,IELTS,Years,"5,587.00",No
Normal,Computing and IT,AUD,assistant website designerassistant website developerweb masterserver side software developerUX & UI designerassistant web marketing analystassistant graphic designerdigital media designer/developerweb applications developer,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Certificate-IV-in-Web-Based-Technologies,Yes,No,Yes,Certificate IV in Web-Based Technologies,5.5,No,A,Yes,,"6,900",Yes,ATAR,"The Certificate IV in Web-Based Technologies is the ideal pathway into the ever-expanding web development industry. You'll develop skills in UX and UI design, responsive web page development, content management systems, launching a website and optimizing your site for maximum traffic.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,587.00",No
Normal,Computing and IT,AUD,website developerweb programmerweb applications developerweb marketing analystdigital media designer/developerUX & UI designerfull stack developerfront-end React JS developernode JS web developerJavaScript web developer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Diploma-of-Website-Development,Yes,No,Yes,Diploma of Website Development,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Website Development is the ideal pathway into the industry. You'll learn to build elegant, responsive websites and web applications using the tools and techniques required in industry. This course provides the skills and knowledge to become a full-stack web developer, able to design, build and manage websites as an independent web developer or as part of a team.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,847.50",No
Traineeship,"English, Education and Teacher Training",AUD,early childhood educatorfamily day carernannyout-of-school hours care assistantrecreation assistant,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care-VET-Delivered-to-Secondary-Schools,Yes,No,No,Certificate III in Early Childhood Education and Care,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Early Childhood Education and Care enables you to plan and implement appropriate care and educational experiences for young children.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,early childhood educatorfamily day carernanny	out of school hour care assistantrecreation assistantkindergarten assistant,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care,No,No,Yes,Certificate III in Early Childhood Education and Care,5.5,No,A,Yes,,"6,900",Yes,ATAR,The Certificate III in Early Childhood Education and Care will give you the skills to plan and implement appropriate care and educational experiences for young children.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,920.20",Yes
Normal,"English, Education and Teacher Training",AUD,early childhood educatorfamily day carernanny	out of school hour care assistantrecreation assistantkindergarten assistant,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care,No,No,Yes,Certificate III in Early Childhood Education and Care,5.5,No,A,Yes,,"6,900",Yes,ATAR,The Certificate III in Early Childhood Education and Care will give you the skills to plan and implement appropriate care and educational experiences for young children.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"5,920.20",Yes
Normal,"English, Education and Teacher Training",AUD,early childhood educatorout of school hours educator or coordinatorfamily day care operatoreducational leaderearly childhood service director or coordinator,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Diploma-of-Early-Childhood-Education-and-Care,No,No,Yes,Diploma of Early Childhood Education and Care,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Early Childhood Education and Care is designed to produce educators who are responsible for developing, implementing and evaluating early childhood education and care programs.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"19,954.80",Yes
Normal,"English, Education and Teacher Training",AUD,early childhood educatorout of school hours educator or coordinatorfamily day care operatoreducational leaderearly childhood service director or coordinator,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Diploma-of-Early-Childhood-Education-and-Care,No,No,Yes,Diploma of Early Childhood Education and Care,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Early Childhood Education and Care is designed to produce educators who are responsible for developing, implementing and evaluating early childhood education and care programs.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"19,954.80",Yes
Normal,"English, Education and Teacher Training",AUD,"Teaching in early childhood early childhood eduction programs including kindergarten, pre-schools and childcare settings.Teaching in primary school (prep/foundation to Year 6) .",Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Bachelor-of-Early-Childhood-Teaching,No,No,Yes,Bachelor of Early Childhood Teaching,7.5,No,A,Yes,,"17,100",Yes,ATAR,This contemporary four-year Bachelor of Early Childhood Teaching degree prepares pre-service teachers to teach children from birth to 12 years.,,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"17,217.45",No
Normal,"English, Education and Teacher Training",AUD,Aboriginal and/or Torres Strait Islander education officerIndigenous language and culture teaching assistantEducation assistantEducation support workerSupport worker (children with disabilities)Language and literacy workerTeacher's aidTeacher assistantHome tutor,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Education-Support/Certificate-IV-in-Education-Support,No,No,Yes,Certificate IV in Education Support,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate IV in Education Support will give you the skills to work in a range of education and school settings that provide assistance and support to teachers to facilitate students learning under broad based supervision.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"7,334.00",Yes
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/General-English-LIVE-Online,No,No,Yes,General English LIVE Online,Na,Yes,D,No,,NoIntFee,No,ATAR,"Our new General English LIVE online course is a great way to learn English in a multicultural environment, with teachers based in Melbourne. Practise speaking, reading, writing and listening English with your online classmates in the same time zone in scheduled interactive classes.",,ENG,Online,Yes,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/Pathway-English-LIVE-Online,No,No,Yes,Pathway English LIVE Online,Na,Yes,D,No,,NoIntFee,No,ATAR,"Our Pathway English LIVE Online course is a great way to learn English in a multicultural environment, with teachers based in Melbourne. Perfect your speaking, reading, writing and listening English with a focus on academic skills that will enable you to feel more confident in your academic studies.",,ENG,Online,Yes,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/ELICOS-General-English,No,No,Yes,ELICOS - General English,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen’s new General English program is a great way to learn English while building your confidence, discovering Melbourne and developing job-ready skills in the process. Open to temporary visa holders only - tourist visa, working holiday visa or student visa.",,ENG,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/Pathway-English,No,No,Yes,Pathway English,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Our Pathway English courses are designed for students from non-English speaking backgrounds. These programs are tailored to develop students’ skills in reading, writing, speaking and listening, preparing them for future studies.Open to temporary visa holders only - tourist visa, working holiday visa or student visa.",,ENG,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"English, Education and Teacher Training",AUD,Not applicable,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-I-in-EAL-Access-AMEP,Yes,No,No,Certificate I in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have already started developing your English reading, writing, listening and speaking skills, take those skills even further with this Certificate I in EAL - English as an Additional Language.",,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,Not applicable,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-I-in-EAL-Access-AMEP,Yes,No,No,Certificate I in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have already started developing your English reading, writing, listening and speaking skills, take those skills even further with this Certificate I in EAL - English as an Additional Language.",,CERTI,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
Normal,"English, Education and Teacher Training",AUD,This qualification may assist learners to provide evidence to prospective employers of their intermediate English language proficiency.,Years,English,Australia,40.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-II-in-EAL-Access-AMEP,Yes,No,No,Certificate II in EAL (Access),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you have come from a non-English speaking background but have already started developing your English reading, writing, listening and speaking skills, take them even further with the Certificate II in EAL (Access).",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"3,600.00",No
