Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTII,Holmesglen Institute,Melbourne,Certificate II in Horticulture,Horticulture and Environment,,"5,522.50",AUD,Years,13.0,Weeks,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-Pre-apprenticeship,English,D,"The Certificate II in Horticulture has been developed for those looking for an introduction to the horticulture industry.You will learn the basic skills in horticulture, as well as an overview of the specialist skills in five horticulture trades: parks and gardens, landscape construction, nursery, sports turf management and arboriculture.You will study in Holmesglen's specialised horticulture training facilities which includes access to industry machinery, landscaping and turf management grounds and park facilities.","horticulture worker, horticulture assistant",Australia,No,Yes,No,Yes,No,,Pre-apprenticeship,Yes,AHCWHS201 Participate in work health and safety processes,,,AHCCHM201 Apply chemicals under supervision,,,AHCTRF204 Support turf establishment,,,AHCPCM201 Recognise plants,,,AHCPGD203 Prune shrubs and small trees,,,AHCPGD202 Prepare and maintain plant displays,,,AHCNSY203 Undertake propagation activities,,,AHCSOL202 Assist with soil or growing media sampling and testing,,,AHCLSC201 Assist with landscape construction work,,,AHCLSC204 Lay paving,,,"AHCPMG202 Treat plant pests, diseases and disorders",,,AHCPMG201 Treat weeds,,,AHCPGD201 Plant trees and shrubs,,,AHCMOM203 Operate basic machinery and equipment,,,AHCIRG217 Assist with pressurised irrigation operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Horticulture,Horticulture and Environment,,,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-VET-Delivered-to-Secondary-School-Students,English,D,"This Certificate II in Horticulture is a VET Delivered to Secondary School Students course and offers students a chance to acquire a wide range of horticulture skills.Students will learn how to build retaining walls, lay paving, maintain gardens, test soils, drive a tractor, use a ride on mower and identify pests and diseases in plants.Participants will get to work outdoors in a variety of roles.","horticulture worker, horticulture assistant, apprenticeship.",Australia,No,Yes,No,Yes,No,,Traineeship,No,AHCWHS201 Participate in work health and safety processes,,,AHCPCM201 Recognise plants,,,AHCCHM201 Apply chemicals under supervision,,,AHCPMG201 Treat weeds,,,AHCPGD202 Prepare and maintain plant displays,,,AHCIRG217 Assist with pressurised irrigation operations,,,AHCLSC204 Lay paving,,,AHCNSY203 Undertake propagation activities,,,AHCPGD201 Plant trees and shrubs,,,AHCPGD203 Prune shrubs and small trees,,,AHCSOL202 Assist with soil or growing media sampling and testing,,,"AHCPMG202 Treat plant pests, diseases and disorders",,,AHCMOM203 Operate basic machinery and equipment,,,AHCLSC201 Assist with landscape construction work,,,AHCTRF201 Assist with turf construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Landscape Construction,Horticulture and Environment,,"4,830.00",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Landscape-Construction-Apprenticeship-and-non-apprenticeship,English,D,"The Certificate III in Landscape Construction provides skills and knowledge in areas including building concrete/brick/block/stone structures and features, installing drainage systems, implementing paving and retaining wall projects, offering information on plants and their culture, and constructing soil profiles.Holmesglen's qualified and experienced teachers will assist you to achieve the skills you need to advance your career in landscaping.This course provides you with the necessary skills and knowledge that, when combined with workplace enhancement skills, will enable you to perform the work of a landscape gardening constructor.Roles in the industry can be varied and include, construction and maintenance of domestic and commercial landscapes, or the construction and installation of amenity and recreational landscape structures.You may also undertake the design of gardens and commercial landscapes, or provide technical advice and forward estimates on landscape development proposals.Employers in this industry include individual landscapers, landscaping companies and public bodies, such as local councils.","landscaper, landscape gardener",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,AHCWHS301 Contribute to work health and safety processes,,,AHCLSC301 Set out site for construction works,,,AHCLSC303 Construct brick and block structures and features,,,AHCLSC306 Implement a paving project,,,AHCLSC307 Implement a retaining wall project,,,AHCSOL303 Implement soil improvements for garden and turf areas,,,AHCLSC304 Erect timber structures and features,,,AHCPCM302 Provide information on plants and their culture,,,AHCPGD301 Implement a plant establishment program,,,AHCDRG301 Install drainage systems,,,AHCIRG345 Install pressurised irrigation systems,,,AHCMOM310 Operate land-forming machinery and equipment,,,AHCLSC305 Construct stone structures and features,,,AHCBUS407 Cost a project,,,AHCLSC302 Construct landscape features using concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Parks and Gardens,Horticulture and Environment,,"4,794.00",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Parks-and-Gardens-Apprenticeship-and-non-apprenticeship,English,D,"The Certificate III in Parks and Gardens will give you the skills and knowledge to work in the management and maintenance of public and private parks, reserves and gardens, natural bushland and community recreation areas.Throughout this course you will develop the necessary skills and knowledge to work in the management and maintenance of public and private parks, reserves and gardens, natural bushland and community recreation areas.You will gain skills in the design and implementation of special plant displays and be able to give advice on plant selection and use in domestic and commercial situations.","local government gardener, horticultural technician, grounds maintenance, private garden maintenance",Australia,No,Yes,No,Yes,No,,Apprenticeship,No,AHCWHS301 Contribute to work health and safety processes,,,AHCNSY306 Implement a propagation plan,,,"AHCPMG302 Control plant pests, diseases and disorders",,,"AHCCHM307 Prepare and apply chemicals to control pest, weeds and diseases",,,AHCCHM304 Transport and store chemicals,,,AHCPMG301 Control weeds,,,AHCPCM301 Implement a plant nutrition program,,,AHCPCM303 Identify plant specimens,,,AHCMOM304 Operate machinery and equipment,,,AHCSOL305 Prepare growing media,,,AHCPGD302 Plan and maintain plant displays,,,AHCSOL304 Implement soil improvements for garden and turf areas,,,AHCPCM302 Provide information on plants and their culture,,,AHCTRF309 Implement a grassed area maintenance program,,,AHCPGD301 Implement a plant establishment program,,,AHCIRG345 Install pressurised irrigation systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Sports Turf Management,Horticulture and Environment,,,AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-III-in-Sports-Turf-Management-Apprencticeship,English,D,"The Certificate III in Sports Turf Management will provide you with the necessary skills and knowledge that, when combined with workplace skills enhancement, will enable you to perform the work of a turf tradesperson.You will learn skills in the establishment and maintenance of recreational turf, the preparation of sports playing surfaces and the management of recreational and sports turf facilities.You will also learn how to provide advice on turf irrigation, pest and disease control, and management practices.","greenkeeper, groundsperson, golf course foreman",Australia,No,Yes,No,Yes,No,,Normal,No,AHCWHS301 Contribute to work health and safety processes,,,AHCTRF308 Establish turf,,,AHCPMG301 Control weeds,,,AHCMOM304 Operate machinery and equipment,,,RIIMPO335E Conduct skid steer loader operations without attachments,,,AHCMOM310 Operate land-forming machinery and equipment,,,AHCWRK309 Apply environmentally sustainable work practices,,,AHCCHM304 Transport and store chemicals,,,"AHCCHM307 Prepare and apply chemicals to control pest, weeds and diseases",,,AHCPCM301 Implement a plant nutrition program,,,AHCTRF311 Renovate sports turf,,,AHCTRF306 Prepare sports turf surfaces for play,,,AHCMOM213 Operate and maintain chainsaws,,,"AHCPMG302 Control plant pests, diseases and disorders",,,AHCSOL304 Implement soil improvements for garden and turf areas,,,AHCSOL401 Sample soils and interpret results,,,AHCTRF310 Monitor turf health,,,AHCDRG305 Install drainage systems,,,AHCIRG345 Install pressurised irrigation systems,,,AHCIRG346 Operate pressurised irrigation systems,,,AHCIRG347 Maintain pressurised irrigation systems,,,AHCTRF307 Construct turf playing surfaces,,,AHCWRK305 Coordinate work site activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Horticulture,Horticulture and Environment,,"14,000.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-IV-in-Horticulture,English,D,"The Certificate IV in Horticulture allows you to develop post-trade skills and knowledge across a broad coverage of the horticulture industry, prior to undertaking higher level roles in the workplace.This course is suitable if you are currently working in the industry, or if you are interested in entering the field and need to build on practical and theoretical skills.It is also suitable if you are involved in the business or entrepreneurial aspects of the horticulture industry and need to acquire skills in assessing technical, economic and managerial issues.You will learn a variety of skills including the design and implementation of special plant displays and the provision of advice on plant selection and landscape solutions for domestic and commercial situations.After completing this course, you are qualified to undertake supervisory roles and maintenance of public and private parks, reserves and gardens, natural bush land and community recreation areas.","irrigation installation and service technician, horticulture team leader, general gardener",Australia,No,Yes,No,Yes,No,,Normal,No,AHCWHS401 Maintain work health and safety processes,,,AHCNSY402 Plan a propagation program,,,AHCIRG442 Supervise irrigation system installation,,,AHCORG403 Manage organic soil improvement,,,AHCPGD401 Design plant displays,,,AHCLSC401 Supervise landscape project works,,,AHCPCM401 Recommend plants and cultural practices,,,AHCPCM402 Develop a soil health and plant nutrition program,,,"AHCCHM307 Prepare and apply chemicals to control pest, weeds and diseases",,,AHCCHM304 Transport and store chemicals,,,AHCBUS408 Operate within a budget framework,,,AHCPMG413 Define the pest problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Horticulture,Horticulture and Environment,"13,800","15,376.00",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Horticulture,English,A,"If you see yourself managing or working in nurseries, parks, private or community gardens and reserves, the Diploma of Horticulture is the ideal qualification.This course offers training in a range of higher level technical skills, applicable across the breadth of the horticulture industry.You will build your knowledge and abilities to design and implement special plan displays. You will develop your ability to consult on plant selection and landscape solutions for domestic and commercial situations.","senior horticulturalist, parks and gardens manager, horticulture enterprise manager",Australia,No,Yes,No,Yes,No,,Normal,No,AHCPGD501 Manage plant cultural practices,,,"AHCBUS515 Prepare estimates, quotes and tenders",,,AHCPHT502 Develop a horticultural production plan,,,AHCSOL505 Monitor and manage soils for production,,,AHCPCM502 Collect and classify plants,,,"AHCARB508 Identify, select and specify trees",,,AHCPCM501 Diagnose plant health problems,,,AHCDES501 Design sustainable landscapes,,,AHCNSY402 Plan a propagation program,,,AHCIRG508 Design irrigation system maintenance and monitoring programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Landscape Design,Horticulture and Environment,"13,800","15,721.50",AUD,Years,18.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Landscape-Design,English,A,"The Diploma of Landscape Design, through practical projects and discussions, will teach you how to design a specialised landscape, produce computer-aided drawings and manage landscape projects.You will gain key knowledge about site assessments as well as plants and trees for both commercial and domestic property.You will acquire a range of skills essential to undertaking projects in landscaping, parks andgardens, community based projects, or activities undertaken in the commercial or private sector.","landscape designer, landscape consultant, project management, commercial designer, domestic designer",Australia,No,Yes,No,Yes,No,,Normal,No,CUAACD302 Produce computer-aided drawings,,,AHCPCM503 Specify plants for landscapes,,,AHCDES504 Design for construction of landscape features,,,AHCDES501 Design sustainable landscapes,,,AHCDES503 Assess landscape sites,,,"AHCBUS515 Prepare estimates, quotes and tenders",,,AHCLSC502 Manage landscape projects,,,AHCDES502 Prepare a landscape design,,,AHCPCM401 Recommend plants and cultural practices,,,AHCPCM402 Develop a soil health and plant nutrition program,,,AHCPCM504 Design specialised landscape,,,AHCWRK507 Implement professional practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Sports Turf Management,Horticulture and Environment,,,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Diploma-of-Sports-Turf-Management,English,D,"The Diploma of Sports Turf Management has been developed for individuals working in the sports turf area who have completed a Certificate III in Sports Turf Management and are looking for senior or specialist turf management roles.Typically you will have considerable experience in your industry along with a strong sense of work requirements and management expectations.Specifically designed for professionals aiming to further their career, the course will develop your ability to manage individuals in the workplace and/or to develop or review operational management practices.Our unique approach to teaching includes assessment tasks that incorporate workplace projects so that you combine work and study, resulting in skills and knowledge that are immediately transferable to the workplace.The strength of the course lies in its flexibility and the content related to the sports turf area.When combined with workplace skills, this diploma will provide you with the necessary skills and knowledge that will enable you to perform the function of an assistant manager or manager in turf-related businesses or local council settings.At the completion of this course, you may be employed by golf courses, bowling greens, councils, and other related horticulture areas.","assistant manager, manager of turf related areas, golf course superintendent, senior bowling green-keeper, turf consultants, owner operator of a turf specialist company",Australia,No,Yes,No,Yes,No,,Normal,No,AHCBUS511 Manage enterprise staff requirements,,,AHCBUS518 Prepare and monitor budgets and financial reports,,,CHCMGT007 Work effectively with the Board of an organisation,,,CUAACD302 Produce computer-aided drawings,,,AHCIRG507 Audit irrigation systems,,,AHCDRG502 Design drainage systems,,,AHCTRF505 Plan the establishment of sports turf playing surfaces,,,AHCCHM501 Develop and manage a chemical use strategy,,,AHCWRK505 Manage trial and research material,,,AHCPCM501 Diagnose plant health problems,,,AHCPCM402 Develop a soil health and plant nutrition program,,,AHCTRF506 Manage sports turf renovation programs,,,AHCTRF507 Develop sports turf management programs,,,AHCTRF508 Manage sports turf facility assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Fitness,"Sport, Fitness and Wellbeing",,"7,527.60",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-III-in-Fitness,English,D,"The Certificate III in Fitness will give you the skills and knowledge to be a fitness or gym instructor at a fitness, leisure or community centre.Because this course specialises in gym instruction, you will learn how to provide individually tailored client assessments, provide technique correction as needed, and develop and demonstrate programs. It also includes supervision of a facility or service, keeping equipment clean, tidy and well maintained, and handling various customer enquiries.Practical placement is a key component for this qualification. It is a structured program designed to give all  Certificate III in Fitness students a true ‘hands-on’ experience prior to entering the industry. Practical placement is designed to bridge the gap between study and employment.This program has compulsory activities/materials as part of the learning experience. The department will confirm the cost of these activities/materials prior to your enrolment.","gym instructor, personal trainer",Australia,No,Yes,No,Yes,No,,Normal,No,SISXFAC001 Maintain equipment for activities,,,BSBRSK401 Identify risk and apply risk management processes,,,HLTWHS001 Participate in workplace health and safety,,,SISFFIT005 Provide healthy eating information,,,SISFFIT002 Recognise and apply exercise considerations for specific populations,,,SISFFIT003 Instruct fitness programs,,,SISFFIT004 Incorporate anatomy and physiology principles into fitness programming,,,SISFFIT001 Provide health screening and fitness orientation,,,SISXCCS001 Provide quality service,,,"SISXIND001 Work effectively in sport, fitness and recreation environments",,,SISFFIT006 Conduct fitness appraisals,,,SISFFIT014 Instruct exercise to older clients,,,"SISXFAC002 Maintain sport, fitness and recreation facilities",,,"SISXICT001 Select and use technology for sport, fitness and recreation work",,,SISXIND003 Maintain legal knowledge for organisation governance,,,HLTAID003 Provide first aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Fitness,"Sport, Fitness and Wellbeing",,"13,128.50",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Certificate-IV-in-Fitness,English,D,"Through this Certificate IV in Fitness, you will learn how to tailor personal training programs for a range of clients, including older adults and children.The course will teach you how to use a diverse range of personal training equipment, operate in different environments, and design programs for one-on-one, group and functional training.With many Australians living longer than ever before, and an increase in conditions such as diabetes and obesity, there's a growing need for health and fitness services. This course will give you the specialist skills to improve clients' health-related fitness in relatively low-risk situations.It also covers the fundamentals of marketing and operating a small fitness business successfully.Personal trainers work in a variety of settings and are largely responsible for the development, implementation and supervision of exercise programs with individual clients or small groups.You'll learn the importance of nutrition, and how to manage injuries and specific medical conditions.This program has compulsory activities/materials as part of the learning experience. The department will confirm the cost of these activities/materials prior to your enrolment.","gym instructor, personal trainer, older adults trainer, PT coordinator, PT manager",Australia,No,Yes,No,Yes,No,,Normal,No,SISXRES001 Conduct sustainable work practices in open spaces,,,BSBSMB401 Establish legal and risk management requirements of small business,,,BSBSMB403 Market the small business,,,BSBSMB404 Undertake small business planning,,,BSBSMB405 Monitor and manage small business operations,,,SISFFIT020 Instruct exercise programs for body composition goals,,,SISFFIT025 Recognise the dangers of providing nutrition advice to clients,,,SISFFIT026 Support healthy eating through the Eat for Health Program,,,SISFFIT015 Collaborate with medical and allied health professionals in a fitness context,,,SISFFIT018 Promote functional movement capacity,,,SISFFIT019 Incorporate exercise science principles into fitness programming,,,SISFFIT013 Instruct exercise to young people aged 13 to 17 years,,,SISFFIT016 Provide motivation to positively influence exercise behaviour,,,SISFFIT017 Instruct long-term exercise programs,,,SISFFIT021 Instruct personal training programs,,,SISFFIT023 Instruct group personal training programs,,,SISFFIT024 Instruct endurance programs,,,SISSSTC301A Instruct Strength And Conditioning Techniques,,,SISSSTC402A Develop Strength And Conditioning Programs,,,SISXCAI005 Conduct individualised long-term training programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Outdoor Leadership,"Sport, Fitness and Wellbeing",,,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Fitness-and-Recreation/Diploma-of-Outdoor-Leadership-with-Certificate-III-in-Tourism-SIT30116,English,D,"If you have experience and a passion for the great outdoors, the Diploma of Outdoor Leadership, coupled with the Certificate III in Tourism, is for you. Your studies will take you to numerous locations within south eastern Australia, as you learn to lead groups in coastal, alpine, desert and mountain environments.You’ll focus on developing the capabilities required to plan, organise and deliver outdoor adventure programs using a variety of outdoor activities for a wide range of clients. You’ll develop both camp and expedition management skills including group leadership, program coordination and risk management skills allowing you to lead and manage others safely.The course is ideal for outdoor enthusiasts who are experienced in outdoor activities such as camping, hiking, canoeing, white water rafting and challenge high rope courses. As part of the course, students are required to complete a number of vocational simulated practical experiences in the outdoor recreation/adventure tourism industry.","trip leader, senior outdoor guide, outdoor education facilitator, outdoor activity specialists, management roles, ie: logistics manager, resource manager, program operations manager",Australia,No,Yes,No,Yes,No,,Normal,No,SISOFLD006 Navigate in tracked environments,,,"SISOPLN004 Identify hazards, assess and control risks for outdoor recreation activities",,,SISOPLN006 Plan for minimal environmental impact,,,SISXCAI006 Facilitate groups,,,SISXIND005 Coordinate work teams or groups,,,SISORSC004 Self rescue in white water,,,SISXEMR002 Coordinate emergency responses,,,SISOBWG004 Cross rivers during bushwalks,,,SISORSC005 Rescue others in white water,,,SISORSC006 Lead and participate in complex white water rescues,,,SISOPLN002 Plan outdoor activity sessions,,,SISOPLN003 Develop outdoor recreation programs,,,PUAOPE013 Operate communications systems and equipment,,,SISOPLN005 Interpret weather and environmental conditions for outdoor recreation activities,,,HLTWHS004 Manage work health and safety,,,SISOPLN007 Manage risk for outdoor programs,,,SISOBWG003 Bushwalk in extremely difficult tracked and untracked environments,,,SISOBWG007 Lead bushwalks in extremely difficult tracked and untracked environments,,,SISOFLD008 Navigate in extremely difficult tracked and untracked environments,,,SISXIND008 Manage legal compliance in sport and recreation,,,SISXCCS002 Coordinate client service activities,,,SISORAF002 Guide a raft on grade 3 rivers,,,SISORAF003 Guide a raft on grade 4 rivers,,,SISORAF005 Lead rafting activities on grade 3 rivers,,,SISORAF006 Lead rafting activities on grade 4 rivers,,,SISOABL002 Facilitate adventure-based learning activities,,,"SISOCHC004 Set up and supervise challenge course sessions, high elements",,,SISOCHC005 Manage challenge course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Holmesglen Institute,Melbourne,Certificate II in Salon Assistant,"Sport, Fitness and Wellbeing",,"4,120.50",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-II-in-Salon-Assistant,English,D,"Study the Certificate II in Salon Assistant and gain the hands-on skills you need in this pre-apprenticeship program for the beauty and service industry.You will learn client booking systems, salon services, shampoo and basin services, blow drying hair, treatment beds, hair applications, occupational health & safety and other related salon services.At Holmesglen, we focus on making sure you have a strong customer-service approach when consulting with clients, so you're ready to walk into a job at your future salon.This program has compulsory activities/materials as part of the learning experience. The department will confirm the cost of these activities/materials prior to your enrolment.",Salon assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes,SHBXCCS003 Greet and prepare clients for salon services,,,"SHBHBAS002 Provide head, neck and shoulder massages for relaxation",,,BSBWHS201 Contribute to health and safety of self and others,,,SHBXIND001 Comply with organisational requirements within a personal services environment,,,SHBHBAS001 Provide shampoo and basin services,,,SHBHDES001 Dry hair to shape,,,"SHBHIND001 Maintain and organise tools, equipment and work areas",,,SHBXIND002 Communicate as part of a salon team,,,SHBXCCS001 Conduct salon financial transactions,,,SHBXCCS004 Recommend products and services,,,SHBHDES002 Braid hair,,,SIRRMER001 Produce visual merchandise displays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Beauty Services,"Sport, Fitness and Wellbeing",,"5,518.80",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Sport-Fitness-and-Wellbeing/Natural-Therapies/Certificate-III-in-Beauty-Services,English,D,"Study the Certificate III in Beauty Services and gain the hands-on skills you need to start work as a beautician. You will learn to provide a range of beauty services including nail, waxing, lash and brow and make-up.We focus on making sure you have a strong customer-service approach when consulting with clients, so you're ready to walk into a job at your future salon.This program has compulsory activities/materials as part of the learning experience. The department will confirm the cost of these activities/materials prior to your enrolment.","beautician, beauty therapist",Australia,No,Yes,No,Yes,No,,Normal,No,SHBBFAS001 Provide lash and brow services,,,"SHBXWHS001 Apply safe hygiene, health and work practices",,,HLTAID003 Provide first aid,,,SHBBNLS001 Provide manicure and pedicare services,,,SHBXCCS002 Provide salon services to clients,,,SHBBBOS001 Apply cosmetic tanning products,,,SHBBMUP002 Design and apply make-up,,,SHBBRES001 Research and apply beauty industry information,,,SHBBHRS001 Provide waxing services,,,SHBXCCS001 Conduct salon financial transactions,,,SHBBMUP001 Apply eyelash extensions,,,SHBBMUP003 Design and apply make-up for photography,,,SHBBCCS001 Advise on beauty products and services,,,SHBXIND001 Comply with organisational requirements within a personal services environment,,,SHBBNLS004 Apply nail art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
