Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
BAH,Monash University,Melbourne,Nutrition,Pharmacy and Pharmaceutical Sciences,"38,300",,AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-m3703?international=true,English,A,"This is a prestigious program of coursework and research in human nutrition and health for high achieving students who have completed the Bachelor of Nutrition Science, Bachelor of Nutrition and Dietetics, or a comparable degree. You will undertake research methodology training and carry out an independent research project on your selected topic, working closely with a supervisor who will provide you with individual guidance and academic counselling. The course offers a pathway to higher level research in human nutrition and health.This is a prestigious program of coursework and research in human nutrition and health for high achieving students who have completed the Bachelor of Nutrition Science, Bachelor of Nutrition and Dietetics, or a comparable degree. You will undertake research methodology training and carry out an independent research project on your selected topic, working closely with a supervisor who will provide you with individual guidance and academic counselling. The course offers a pathway to higher level research in human nutrition and health.",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Nutrition Science,Science,"38,300",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-science-m2001?international=true,English,A,"A Bachelor of Nutrition Science degree trains you in human nutrition, preparing you to register as an associate nutritionist in Australia and the United Kingdom. This course explores the science behind nutrition, exploring nutrition across the lifespan, food in society, and the role of nutrition in health and disease.Now more than ever, there’s an awareness of how our food choices impact our health. There is a need for nutritionists who can explain the science underpinning the relationship between diet and disease to the general public. That's why studying a Bachelor of Nutrition Science is such a healthy investment.As a nutrition student, you'll examine the broad scope of food in society and gain in-depth knowledge of nutritional and biomedical science from specialists in dietary intake and metabolism, public health nutrition, sports nutrition and exercise science, body composition, and hunger and satiety.Your theoretical knowledge will be enriched through hands-on, practical study in our innovative Be Active Sleep Eat (BASE) facility equipped with an industrial kitchen, sleep lab and body composition suite. You’ll learn how to assess dietary intake, experiment with food chemistry and composition, and how to understand the complex regulatory requirements relating to food labelling.You’ll also have the opportunity to gain professional experience, applying your new knowledge and skills with the choice of a work placement or research project. Build your future network and complete an 11-week placement in the food industry or participate in nutrition research, working on a project under the supervision of one of our expert supervisors.Scholars ProgramIf you’re a high-achieving student, we want to recognise and nurture your potential through our Nutrition Science Scholars Program. As a Scholar, you’ll be guaranteed entry into our Master of Dietetics (provided you maintain a credit average through your nutrition studies) and take part in extracurricular opportunities engaging with research staff and advanced technical facilities.Professional recognitionThe Monash Bachelor of Nutrition Science is the only nutrition program in Australia accredited by the UK Association for Nutrition. As a graduate, you’ll be eligible to register as Associate Nutritionist on (ANutr), recognising your qualification for employment in the UK and Europe. Our graduates are also eligible to apply for registration with the Nutrition Society of Australia (NSA).Career opportunitiesWith a Bachelor of Nutrition Science, our graduates can explore a variety of rewarding careers and make a difference to health. You go into roles in the food industry - as a nutrition adviser, food technologist or product developer. Or if people are your passion, you can apply your nutrition knowledge in a public health setting - working in health promotion, community development, policy, regulation or communication. With further graduate study, you can qualify as a dietitian.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Occupational Therapy,Pharmacy and Pharmaceutical Sciences,"41,900",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/occupational-therapy-m3001?international=true,English,A,"A Bachelor of Occupational Therapy (Honours) degree prepares you to qualify as an occupational therapist. In this accredited program, you’ll learn how to help people of all ages participate in everyday activities, and the gain knowledge, skills and practical experience needed for a career in occupational therapy.If you're passionate about promoting health and wellbeing, and wish to enable people to participate in activities to their full potential, Occupational Therapy (Honours) at Monash will set you on the right path. The practice involves working with individuals, groups and communities to enhance their ability to engage in the occupations they want to, need to, or are expected to do.Drawing on the most current thinking and methods in the occupational, behavioural, social and biomedical sciences, Occupational Therapy (Honours) is an internationally recognised course that uses a combination of traditional and scenario-based learning methods and teaching techniques.Your studies will include the foundations of occupational science, anatomy, physiology, psychology, inter-professional education, understanding health and occupational therapy practice. You will develop and apply this knowledge to the assessment and intervention processes used by occupational therapists when working with clients and client groups.Fieldwork education in various practice settings will provide further opportunities to apply your knowledge and skills, while developing your appreciation of the relevance of ongoing learning in the context of supervised health service delivery.Your clinical and professional skills will be enhanced through time spent working with students enrolled in other health science courses (e.g. physiotherapy and paramedic practice), enabling you to experience interdisciplinary service delivery and inter-professional education.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Paramedicine,Pharmacy and Pharmaceutical Sciences,"34,200",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m2011?international=true,English,A,"A Bachelor of Paramedicine degree prepares you to qualify as a registered paramedic and deliver emergency health care in a range of settings. This accredited course gives you the paramedic skills, knowledge and clinical experience to assess life-threatening situations, provide out-of-hospital care and save lives.Paramedics are at the forefront of medical and emergency care. They assess, treat and transport patients in emergencies and health-related events in the community. Our Bachelor of Paramedicine will give you the skills, knowledge and hands-on experience to assess life-threatening situations, provide emergency care and potentially save lives.Starting with a core knowledge of anatomy, physiology and pharmacotherapy, then study the role of paramedics in practice, research, education and leadership. As a student paramedic, you’ll learn how to treat patients with a range of medical conditions including trauma, respiratory, cardiovascular, mental health, maternal and neonatal health.From your first semester, you’ll gain practical experience and complete up to 60 days of placement across your degree, working in clinical and community settings with ambulance services, non-emergency transport and in the emergency department of Victoria’s major hospitals. These hospital placements expose you to the diverse nature of being a paramedic, and give you the chance to work collaboratively with other health care professionals.  You’ll also have opportunities to practice your skills in realistic simulation scenarios on campus, including managing mass casualty disasters.Professional recognitionThe Bachelor of Paramedicine is accredited by the Council of Ambulance Authorities. Following successful completion of this course, you’ll be eligible for registration by the Paramedicine Board of AustraliaCareer opportunitiesBeing a paramedic is a challenging but rewarding vocation. Looking for a job that will take you places? As a paramedicine graduate, you’ll be qualified to work as a paramedic with national and international ambulance services, as well as private services, industry or community-based emergency health services. With further study and experience, there’s also advanced paramedic roles - like mobile intensive care ambulance (or MICA) paramedics, intensive care paramedics or air ambulance paramedics.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Paramedicine,Pharmacy and Pharmaceutical Sciences,"34,200",,AUD,Years,1.0,Year,Yes,Yes,IELTS,Equivalent AQF Level,,7.0,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m3707?international=true,English,A,"You will undertake a guided advanced studies program in an aspect of community-based emergency health and an approved research project under the supervision of a member of the academic or research staff.The Honours degree is designed to develop graduates, who will contribute to clinical research in community-based emergency health, improve patient outcomes and further both the paramedic profession and community-based emergency health services.The course aims to help high-achieving students acquire the knowledge, skills and attitudes to achieve excellence in research scholarship.Career opportunitiesIn addition to working as a paramedic, Honours students can further their career opportunities in research positions.",Australia,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Pharmaceutical Science,Science,"41,200",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmaceutical-science-p2001?international=true,English,A,"Pharmaceutical science is a hands-on degree that covers the chemistry, biology and technology of medicines and other chemical formulations, equipping you to improve human health and well-being by researching and developing more reliable, accessible and effective treatments and products.A Pharmaceutical Science degree will be your springboard into an exciting career. You’ll learn about the chemistry, biology and technology of medicines and other chemical formulations from researchers at the international forefront of their fields.You’ll also get lots of time in the lab, working with industry-standard research instrumentation, learning how to improve human health and well-being by researching and developing more reliable, accessible and effective treatments and products. You will develop the knowledge and practical skills critical to the discovery and development of new drugs and therapies leading to exciting careers in research and industry.The chance to specialiseDuring the first two years you will develop your understanding of the foundations of pharmaceutical science and of the relationships between the different disciplines and their distinct roles in drug discovery and development. This will prepare you to choose your specialisation from one of the following fields:Drug discovery biology: the discovery and understanding of biological drug targets, and their modulation by chemicals and other substances.Medicinal chemistry: the principles and techniques behind drug discovery and developmentFormulation science: the invention, manufacture and testing of new products such as pharmaceuticals, food and cosmeticsBe job readyYou will develop specialist knowledge and techniques and your understanding of the application of pharmaceutical methods and professional practices required in the workplace. In your final year you will gain practical skills through a major research project or industry placement and be ready for a career in pharmaceutical research, the biomedical industry and many other fields that require advanced chemical-formulation skills.Use industry standard instrumentationYou will study with one of the largest and most productive groups of pharmaceutical researchers in Australia, the Monash Institute of Pharmaceutical Sciences, and you will graduate having worked in industry-standard facilities, such as our Shimadzu high-pressure liquid chromatography (HPLC) lab.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Pharmaceutical Science,Science,"41,200",,AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmaceutical-science-p3701?international=true,English,A,"Study and work with Australia's largest group of pharmaceutical researchers at the country's leading pharmacy and pharmacology institution with this research degree that includes an honours year.Study and work with Australia's largest group of pharmaceutical researchers at the country's leading pharmacy and pharmacology institution with this research degree that includes an honours year.Our researchers at the Monash Institute of Pharmaceutical Sciences have made ground-breaking contributions to the development of treatments for superbugs, flu, malaria, postpartum hemorrhage and other conditions.As a graduate, you could join the likes of Dr Brendan Johnson, principal clinical pharmacokineticist at GlaxoSmithKline, USA, who helped create a new drug to prevent the nausea and vomiting that's associated with chemotherapy.You can choose a research project in one of our research themes of:drug discovery biologymedicinal chemistrydrug candidate optimizationdrug delivery, disposition and dynamicsmedicine use and safety.You'll have access to the latest equipment and facilities at our recently redeveloped campus in the inner-Melbourne suburb of Parkville.You'll develop skills in research planning, experimental techniques, data analysis and scientific writing, and gain the confidence to continue your higher degree studies and help develop breakthrough medicines or improve medicine use and safety.Career opportunitiesThis degree will open up exciting opportunities in research and development centres, the pharmaceutical industry and food, agriculture, chemicals, biotechnology and cosmetics companies.You could work as a medicine researcher and developer, drug analyst, formulation scientist, industry consultant, development chemist, medicinal chemist, patent attorney, academic or clinical-trial specialist.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Pharmaceutical Science Advanced,Science,"41,200",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmaceutical-science-advanced-p3002?international=true,English,A,"This advanced version of the Bachelor of Pharmaceutical Science will teach you how to develop reliable, accessible and effective medicinal products, and translate new drug targets into treatments for patients. The third year includes an extended placement in a research groups, which will give you the skills and independence to conduct a substantial research project in your fourth (honours) year.Monash has designed this advanced version of the Bachelor of Pharmaceutical Science for high-achieving students who expect to pursue honours studies and a career in pharmaceutical science. A flexible course, it covers the multi-disciplinary chemical and biological science base used in researching and developing reliable, accessible and effective medicinal products.A pharmaceutical scientist is trained to select new targets for drug therapy that arise from basic research. As a pharmaceutical scientist you will have the scientific and technical knowledge to translate new targets into reliable, accessible and effective treatments for patients.The honours programYour studies will culminate in the honours research program, designed to extend your discipline knowledge and provide you with a high level of expertise in critical writing, thinking and independent analysis and research. You'll gain practical and theoretical training in planning, undertaking and documenting scientific research projects.The chance to specialiseDuring the first two years you will develop your understanding of the foundations of pharmaceutical science and of the relationships between the different disciplines and their distinct roles in drug discovery and development. This will prepare you to choose your specialisation from one of the following fields:Drug discovery biology: the discovery and understanding of biological drug targets, and their modulation by chemicals and other substances.Medicinal chemistry: the principles and techniques behind drug discovery and developmentFormulation science: the invention, manufacture and testing of new products such as pharmaceuticals, food and cosmeticsBe job readyThe course encourages the development of strong research, communication, life-long learning and team work skills and provides practical and theoretical training in planning, undertaking and documenting scientific research projects.Use industry standard instrumentationStudying with one of the largest and most productive groups of pharmaceutical researchers in Australia, you will graduate having worked in industry-standard facilities, such as our Shimadzu high-pressure liquid chromatography (HPLC) lab.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Kualalumpur,Pharmacy,"Medicine, Nursing and Health Sciences","44,500",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmacy-p3001?international=true,English,A,"As the experts in medicines, pharmacists play a vital role in improving the health of their communities. You’ll learn about how the body works, how medicines work, what pharmacists do, and how to provide comprehensive care as part of a team of health professionals.The world needs pharmacists. As the experts on medicines and the way they interact with the body, pharmacists play a vital role in improving the health of their communities. As the global population grows and ages, and as medicines become more complex, the need for pharmacists intensifies.In 2020 we were named #2 in the world for pharmacy and pharmacology in the QS World University Rankings by Subject. Only Oxford ranks higher. This means that you’ll learn from experienced pharmacists and researchers and have access to some of the country's best-equipped facilities at our Parkville campus. We make sure our pharmacy students get plenty of practice accessing, assessing, and communicating medicines information to patients and to other health providers.Should I enrol in the BPharm(Hons) or BPharm(Hons)/MPharm?Domestic students: If you are a domestic student who wishes to initially commit to four years of study instead of five, you may want to enrol in the BPharm(Hons) in the first instance. You can choose to switch your enrolment to the BPharm(Hons)/MPharm at any time in your degree; note that this fifth year of study, which includes a paid internship, is required to register to practice as a pharmacist in Australia.International students: If you are an international student who anticipates practicing pharmacy outside of Australia, you may find that the master’s component of our program is surplus to your home country’s registration requirements. In that case, you may wish to enrol in the BPharm(Hons). You can choose to switch your enrolment to the BPharm(Hons)/MPharm at any time in your degree.Focus on the skills you need to make a differenceOur course ensures you have a thorough grasp of the underlying scientific disciplines – chemistry, biology, pharmacology and so on. But it also focuses on the key soft skills that make the difference between a good pharmacist and a great one. You’ll step up your skills through work placements in community pharmacies, hospitals, and other environments, practicing these skills while learning from some of Australia’s best pharmacists about primary health care, medicines information, and patient-focused pharmacy services.Enhance your studies with an international experiencePharmacy is a global profession and we want you to experience that in your degree. As part of our program, you can apply for exchange opportunities to our Malaysia campus. You can also apply to complete projects and placements in the US, the UK and a number of developing countries. We work closely with preferred partners to ensure that our international activities are interesting and ethical.Show more",Malaysia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Pharmacy,"Medicine, Nursing and Health Sciences","44,500",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmacy-p3001?international=true,English,A,"As the experts in medicines, pharmacists play a vital role in improving the health of their communities. You’ll learn about how the body works, how medicines work, what pharmacists do, and how to provide comprehensive care as part of a team of health professionals.The world needs pharmacists. As the experts on medicines and the way they interact with the body, pharmacists play a vital role in improving the health of their communities. As the global population grows and ages, and as medicines become more complex, the need for pharmacists intensifies.In 2020 we were named #2 in the world for pharmacy and pharmacology in the QS World University Rankings by Subject. Only Oxford ranks higher. This means that you’ll learn from experienced pharmacists and researchers and have access to some of the country's best-equipped facilities at our Parkville campus. We make sure our pharmacy students get plenty of practice accessing, assessing, and communicating medicines information to patients and to other health providers.Should I enrol in the BPharm(Hons) or BPharm(Hons)/MPharm?Domestic students: If you are a domestic student who wishes to initially commit to four years of study instead of five, you may want to enrol in the BPharm(Hons) in the first instance. You can choose to switch your enrolment to the BPharm(Hons)/MPharm at any time in your degree; note that this fifth year of study, which includes a paid internship, is required to register to practice as a pharmacist in Australia.International students: If you are an international student who anticipates practicing pharmacy outside of Australia, you may find that the master’s component of our program is surplus to your home country’s registration requirements. In that case, you may wish to enrol in the BPharm(Hons). You can choose to switch your enrolment to the BPharm(Hons)/MPharm at any time in your degree.Focus on the skills you need to make a differenceOur course ensures you have a thorough grasp of the underlying scientific disciplines – chemistry, biology, pharmacology and so on. But it also focuses on the key soft skills that make the difference between a good pharmacist and a great one. You’ll step up your skills through work placements in community pharmacies, hospitals, and other environments, practicing these skills while learning from some of Australia’s best pharmacists about primary health care, medicines information, and patient-focused pharmacy services.Enhance your studies with an international experiencePharmacy is a global profession and we want you to experience that in your degree. As part of our program, you can apply for exchange opportunities to our Malaysia campus. You can also apply to complete projects and placements in the US, the UK and a number of developing countries. We work closely with preferred partners to ensure that our international activities are interesting and ethical.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA&MST,Monash University,Melbourne,Pharmacy,"Medicine, Nursing and Health Sciences","44,500",,AUD,Years,5.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/pharmacy-p6001?international=true,English,A,"As the experts in medicines, pharmacists play a vital role in improving the health of their communities. You’ll learn about how the body works, how medicines work, what pharmacists do, and how to provide comprehensive care as part of a team of health professionals.The world needs pharmacists. As the experts on medicines and the way they interact with the body, pharmacists play a vital role in improving the health of their communities. As the global population grows and ages, and as medicines become more complex, the need for pharmacists intensifies.In 2020 we were named #2 in the world for pharmacy and pharmacology in the QS World University Rankings by Subject. Only Oxford ranks higher. In part, this is because we believe the world doesn’t just deserve more pharmacists; it deserves better pharmacists. We’ve launched the Bachelor of Pharmacy (Honours) / Master of Pharmacy to ensure our graduates go out into the world equipped with a higher level of learning.Same duration, higher qualificationThe pathway to registration as a pharmacist in Australia generally takes five years. Traditionally, this has been structured as a four-year bachelor degree plus a one-year internship. Our BPharm(Hons)/ MPharm takes the same amount of time but instead you’ll graduate with a master as well as a bachelor. The BPharm(Hons) and Intern Training Program components of the program are accredited by the Australian Pharmacy Council and approved by PharmBA.Focus on the skills you need to make a differenceOur course ensures you have a thorough grasp of the underlying scientific disciplines – chemistry, biology, pharmacology and so on. But it also focuses on the key soft skills that make the difference between a good pharmacist and a great one. You’ll step up your skills through work placements in community pharmacies, hospitals, and other environments, practicing these skills while learning from some of Australia’s best pharmacists.Enhance your studies with an international experiencePharmacy is a global profession and we want you to experience that in your degree. As part of our program, you can apply for exchange opportunities to our Malaysia campus. You can also apply to complete projects and placements in the US, the UK and a number of developing countries. We work closely with preferred partners to ensure that our international activities are interesting and ethical.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Physiotherapy,Pharmacy and Pharmaceutical Sciences,"46,900",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,7.0,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/physiotherapy-m3002?international=true,English,A,"A Bachelor of Physiotherapy (Honours) is a degree preparing you to qualify as a physiotherapist, and treat a range of health conditions. Our course is taught by expert physiotherapists and provides you with the knowledge, skills and clinical experience needed to prepare for a rewarding career in physiotherapy.Get the best physiotherapy training and equip yourself to flourish in one of the most versatile and in-demand of the healthcare professions, with the Monash Bachelor of Physiotherapy (Honours).This course gives you a high-quality academic education, intensive training in relevant clinical environments, and the chance to study with expert physiotherapists and leading researchers.You will acquire the knowledge and skills you need to practice as a physiotherapist, using exercise, movement analysis, manual therapy and specialist techniques to restore, improve and promote health.The course will prepare you for a range of career opportunities, working independently or as part of a team of healthcare professionals.The focus of the early part of the course is on the conditions for which people typically seek physiotherapy. You will study biomedical and behavioural sciences ranging over Anatomy, Biomechanics, Kinesiology, Pathology, Pharmacology, Physiology, Psychology, Radiology and Sociology. In doing so, you'll lay the foundations for physiotherapy practice and research, using a problem-based and patient-centred approach to learning.In the later years you move to the clinical setting, where your knowledge and skills are put to practice in the delivery of physiotherapy services under the supervision of experienced physiotherapists. This clinical education may occur in a diversity of settings, including metropolitan and rural health services.Your skills will be developed through small-group learning, with some time each semester spent working with students enrolled in other health-science courses (e.g. occupational therapy, nursing, paramedic practice, medical imaging, nutrition and dietetics, social work) enabling you to experience interdisciplinary service delivery and inter-professional education.You will learn from highly trained and experienced physiotherapists who are skilled in education and research, and gain exposure to areas in which you could later specialise, such as cardiorespiratory, gerontology, paediatrics, neurology or musculoskeletal care.Once registered with the Physiotherapy Board of Australia, you'll be on your way to a challenging and rewarding career working in public and private hospitals, health centres, sports medicine clinics, maternity hospitals, rehabilitation centres, aged-care facilities and private practices, as well as in health promotion, education, management and research.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,"Politics, Philosophy and Economics",Information Technology,"38,000",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,"https://www.monash.edu/study/courses/find-a-course/2021/politics,-philosophy-and-economics-a2010?international=true",English,A,"Discover how to transform big ideas into real results by studying at the creative intersection between three disciplines. By engaging with researchers and industry leaders, you’ll apply abstract knowledge to pressing problems, graduating as an informed thinker with a job-ready skill set.Think strategically and make change with the Bachelor of Politics, Philosophy and Economics. This elite program is designed for deep thinkers who want to have a real impact. By studying at the creative intersection between three disciplines, you’ll learn how to transform big ideas into tangible results.As you engage with researchers and global leaders, you’ll hone the industry relevant abilities needed to thrive in a world defined by constant technological, environmental, political and population change. By learning how to apply abstract knowledge to pressing problems, you’ll graduate as an informed thinker with practical experience.This course has a unique Industry Advisory Board consisting of all Monash University global alumni from across government and corporate sectors. The Advisory Board brings real-world knowledge, insight and advice to connect theory and learning with what industry needs so our students graduate with career ready skills. Members include Dr Ian MacFarlane AC (6th Governor of the Reserve Bank of Australia), Prof Allan Fels AO (inaugural Chair of the ACCC), Dewi Wahab (Indonesian Ambassador to Denmark), Dr Waleed Aly (Broadcaster), and many more.Field trips, international study options and internships form an element of the course, empowering you to gain real world experience and shape your professional networks before you’ve even graduated.During your second year, you’ll have the chance to embark on a global study tour exclusive to this degree. This study tour traces the contours of the shifting economic and political power relations of the 21st century, from the Asia-Pacific to Europe. You’ll meet with and learn from academics and practitioners in the private and public sectors, gaining first-hand knowledge of the forces shaping the coming century and the diverse philosophical ideas emerging to interpret this change.On completion of the course, you’ll be prepared for an exciting range of professions, including as a Political Advisor, Economist or Policy Analyst.Your specialist analytical skills will also give you an invaluable competitive advantage in a range of private companies and non-governmental organisations.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
