Face_to_Face,Description,Website,Country,Blended,Faculty,Currency,Availability,Prerequisite_2,Local_Fees,Level_Code,City,Prerequisite_3,Full_Time,Duration,Course_Lang,Part_Time,Career_Outcomes/path,Int_Fees,Prerequisite_2_grade_2,Offline,University,Prerequisite_3_grade_3,Prerequisite_1,Remarks,Distance,Duration_Time,Online,Course,Currency_Time,Prerequisite_1_grade_1
Yes,"There’s no one type of scientist. Career opportunities are ever-evolving and exciting. You might work in a lab, discovering life-changing scientific breakthroughs. You could work in science education, sharing your passion and knowledge with the next generation. Maybe you see yourself using science to shape government policy – or something else entirely.",https://www.newcastle.edu.au/degrees/bachelor-of-science,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"geological surveys, water quality, land degradation, drug discovery, ecology, plant science, demographic change, urbanisation, marine science, geophysics","38,710 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science,Years,62.00
Yes,"There’s no one type of scientist. Career opportunities are ever-evolving and exciting. You might work in a lab, discovering life-changing scientific breakthroughs. You could work in science education, sharing your passion and knowledge with the next generation. Maybe you see yourself using science to shape government policy – or something else entirely.",https://www.newcastle.edu.au/degrees/bachelor-of-science,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"geological surveys, water quality, land degradation, drug discovery, ecology, plant science, demographic change, urbanisation, marine science, geophysics","38,710 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science,Years,62.00
Yes,"Gone are the days of a stereotypical scientist – in today’s society, there is no one type of scientist. Career opportunities are ever-evolving and exciting. You might work in a lab, discovering life-changing scientific breakthroughs. You could work in science education, sharing your passion and knowledge with the next generation. Maybe you see yourself using science to shape government policy – or something else entirely.",https://www.newcastle.edu.au/degrees/bachelor-of-science-advanced,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"geological surveys, water quality, land degradation, drug discovery, ecology","38,710 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science (Advanced),Years,95.00
Yes,"Gone are the days of a stereotypical scientist – in today’s society, there is no one type of scientist. Career opportunities are ever-evolving and exciting. You might work in a lab, discovering life-changing scientific breakthroughs. You could work in science education, sharing your passion and knowledge with the next generation. Maybe you see yourself using science to shape government policy – or something else entirely.",https://www.newcastle.edu.au/degrees/bachelor-of-science-advanced,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"geological surveys, water quality, land degradation, drug discovery, ecology","38,710 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science (Advanced),Years,95.00
Yes,"The program can be completed over one year of full-time study or part-time equivalent. Courses are offered on a semester basis, i.e. two semesters per year. The Bachelor of Science (Honours) is offered at Callaghan and Ourimbah Campuses.",https://www.newcastle.edu.au/degrees/bachelor-of-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"38,515 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Science (Honours),Years,N/A
Yes,"The program can be completed over one year of full-time study or part-time equivalent. Courses are offered on a semester basis, i.e. two semesters per year. The Bachelor of Science (Honours) is offered at Callaghan and Ourimbah Campuses.",https://www.newcastle.edu.au/degrees/bachelor-of-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"38,515 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Science (Honours),Years,N/A
Yes,Make your mark on the world by crafting new solutions to various social challenges.,https://www.newcastle.edu.au/degrees/bachelor-of-social-science,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"Aboriginal Cultural Educational Officer, Access and Equity Advisor, Archaeological Excavator, Community Development Worker, Community Project Officer, Community Services Worker, Coordinator of Social Services, Cultural Development Officer, Cultural Heritage Officer, Cultural Resource Manager, Development Manager (International Aid), Disability Services Officer, Electorate Officer, Foreign Affairs and Trade Officer, Immigration Officer, Media Planner, Multicultural Community Liaison, Parliamentarian/Member of Parliament/Politician, Policy Officer/Analyst, Political Advisor, Program Development Officer, Project Worker, Research Manager, Research Officer, Social Researcher, Social Scientist, Sociologist, Support Worker, University Lecturer/Academic, Welfare Officer, Youth Worker","38,515 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Social Science,Years,62.00
Yes,Make your mark on the world by crafting new solutions to various social challenges.,https://www.newcastle.edu.au/degrees/bachelor-of-social-science,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Aboriginal Cultural Educational Officer, Access and Equity Advisor, Archaeological Excavator, Community Development Worker, Community Project Officer, Community Services Worker, Coordinator of Social Services, Cultural Development Officer, Cultural Heritage Officer, Cultural Resource Manager, Development Manager (International Aid), Disability Services Officer, Electorate Officer, Foreign Affairs and Trade Officer, Immigration Officer, Media Planner, Multicultural Community Liaison, Parliamentarian/Member of Parliament/Politician, Policy Officer/Analyst, Political Advisor, Program Development Officer, Project Worker, Research Manager, Research Officer, Social Researcher, Social Scientist, Sociologist, Support Worker, University Lecturer/Academic, Welfare Officer, Youth Worker","38,515 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Social Science,Years,62.00
Yes," Students who perform well, with a GPA of 5.0 or greater, during the Bachelor of Social Science program or equivalent program and/or relevant discipline major, may undertake a further year of full-time (or equivalent part-time) study to obtain an Honours degree. The Honours program allows students to further develop their specific areas of interest.",https://www.newcastle.edu.au/degrees/bachelor-of-social-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"29,115 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Social Science (Honours),Years,N/A
Yes," Students who perform well, with a GPA of 5.0 or greater, during the Bachelor of Social Science program or equivalent program and/or relevant discipline major, may undertake a further year of full-time (or equivalent part-time) study to obtain an Honours degree. The Honours program allows students to further develop their specific areas of interest.",https://www.newcastle.edu.au/degrees/bachelor-of-social-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"29,115 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Social Science (Honours),Years,N/A
Yes,Do you dream of a purpose-driven life?,https://www.newcastle.edu.au/degrees/bachelor-of-social-work-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"health care and social assistance, government, public administration and safety, education and training, administrative and support services","29,115 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Social Work (Honours),Years,75.00
Yes,Do you dream of a purpose-driven life?,https://www.newcastle.edu.au/degrees/bachelor-of-social-work-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Central Coast,,Yes,4.0,English,No,"health care and social assistance, government, public administration and safety, education and training, administrative and support services","29,115 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Social Work (Honours),Years,75.00
Yes,"Secure your future with highly specialised training, exciting placements and flexible outcomes.",https://www.newcastle.edu.au/degrees/bachelor-of-speech-pathology-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"hospitals, community health centres, schools, rehabilitation units, nursing homes, specialist disability services, academic research, management positions, private practice","29,115 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Speech Pathology (Honours),Years,75.00
Yes,Map the world from outer space.,https://www.newcastle.edu.au/degrees/bachelor-of-surveying-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"registered land surveyor, engineering surveyor, mining surveyor, hydrographic surveyor, town planning, geospatial specialist, geodesist, photogrammetrist, geographic information systems specialist","29,115 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Surveying (Honours),Years,82.60
Yes,"The Associate Degree in Science provides students an exit point after two years of study in an associated Science program. It provides the skills set of AQF level 6 to students who need to exit study after two years (for example in the event a student has mitigating circumstances that prevent them from returning to their studies) with a formal qualification. At the same time provides them the option to return to study and complete their final year of their Bachelor program, if and when they are able.",https://www.newcastle.edu.au/degrees/exit-award/associate-degree-in-science-exit-award,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,4.0,English,No, ,"35,285 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science (Exit Award),Years,N/A
Yes,"The Associate Degree in Science provides students an exit point after two years of study in an associated Science program. It provides the skills set of AQF level 6 to students who need to exit study after two years (for example in the event a student has mitigating circumstances that prevent them from returning to their studies) with a formal qualification. At the same time provides them the option to return to study and complete their final year of their Bachelor program, if and when they are able.",https://www.newcastle.edu.au/degrees/exit-award/associate-degree-in-science-exit-award,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,4.0,English,No, ,"35,285 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Science (Exit Award),Years,N/A
Yes,"Renewable energy technologies are evolving rapidly. They include geothermal heat sources, carbon capture and storage, mineral sequestration, photovoltaics, polymer cells, oxyfuel technologies, and wind turbines. There is international demand for renewable energy technology and specialist engineering professionals with related skills in energy technical expertise as well as safety regulations. In Australia, growth in demand for engineers and technicians in the renewable energy sector is predicted to triple between 2008 and 2020.",https://www.newcastle.edu.au/degrees/bachelor-of-technology-renewable-energy-systems,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BA,Newcastle,,Yes,1.0,English,No,"wind energy technician, energy consultant or advisor, solar energy systems designer","37,210 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Technology (Renewable Energy Systems),Years,N/A
Yes,"As advances in communication technology redefine our needs, the demand for visionaries and skilled designers is likewise projected to grow and expand.",https://www.newcastle.edu.au/degrees/bachelor-of-visual-communication-design,Australia,No,Education & Arts,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"Art Director, Brand and Identity Specialist, Concept Artist, Creative Director, Data Designer, Design Production Manager, Environmental, Wayfinding and Navigation Specialist, Games UX Designer, Graphic Designer, Information Architect, Interaction Designer, Interaction Design, User Experience or Game Art & Design, Modeler, Packaging Designer, Pre-press Operator, Publication Designer, Type Designer, User Experience Designer, User Interface Designer, Usability Specialist, Visual Designer, Web Designer, 3D Visualiser","33,205 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Visual Communication Design,Years,62.00
Yes,The Bachelor of Visual Communication Design (Honours) degree is a one year full-time (or equivalent part-time) program designed to allow students to further specialise to an advanced level of professionalism and academic achievement. It also provides a pathway to Research Higher Degree studies.,https://www.newcastle.edu.au/degrees/bachelor-of-visual-communication-design-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"34,265 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Visual Communication Design (Honours),Years,N/A
