Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIII,Chisholm Institute,Melbourne,"Certificate III In Information, Digital Media And Technology",,N/A,7594,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iii/information-digital-media-and-technology,English,D,"The Certificate III qualification provides the skills and knowledge for an individual to be competent in a wide range of general information and communications technology (ICT) technical functions and to achieve a degree of self sufficiency as an ICT user.Persons working at this level will support information technology activities in the workplace across a wide range of ICT areas, including technical support, network administration, software applications and digital media technologies.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","help desk officer, ICT operations support, ICT user support",Australia,No,Yes,No,Yes,No,,Normal,No,ICTNWK302,Determine and action network problems,,ICTICT301,Create user documentation,,ICTNWK306,Evaluate characteristics of cloud computing solutions and services,,ICTNWK305,Install and manage network protocols,,ICTICT304,Implement system software changes,,ICTNWK304,Administer network peripherals,,ICTNWK303,Configure and administer a network operating system,,ICTSAS308,Run standard diagnostic tests,,ICTSAS304,Provide basic system administration,,ICTICT302,Install and optimise operating system software,,ICTSAS305,Provide ICT advice to clients,,BSBWHS304,Participate effectively in WHS communication and consultation processes,,BSBSUS401,Implement and monitor environmentally sustainable work practices,,ICTNWK301,Provide network systems administration,,ICTSAS307,"Install, configure and secure a small office or home office network",,ICTICT202,Work and communicate effectively in an ICT environment,,ICTICT305,Identify and use current industry specific technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Chisholm Institute,Melbourne,"Certificate III In Information, Digital Media And Technology",,N/A,7594,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iii/information-digital-media-and-technology,English,D,"The Certificate III qualification provides the skills and knowledge for an individual to be competent in a wide range of general information and communications technology (ICT) technical functions and to achieve a degree of self sufficiency as an ICT user.Persons working at this level will support information technology activities in the workplace across a wide range of ICT areas, including technical support, network administration, software applications and digital media technologies.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","help desk officer, ICT operations support, ICT user support",Australia,No,Yes,No,Yes,No,,Normal,No,ICTNWK302,Determine and action network problems,,ICTICT301,Create user documentation,,ICTNWK306,Evaluate characteristics of cloud computing solutions and services,,ICTNWK305,Install and manage network protocols,,ICTICT304,Implement system software changes,,ICTNWK304,Administer network peripherals,,ICTNWK303,Configure and administer a network operating system,,ICTSAS308,Run standard diagnostic tests,,ICTSAS304,Provide basic system administration,,ICTICT302,Install and optimise operating system software,,ICTSAS305,Provide ICT advice to clients,,BSBWHS304,Participate effectively in WHS communication and consultation processes,,BSBSUS401,Implement and monitor environmentally sustainable work practices,,ICTNWK301,Provide network systems administration,,ICTSAS307,"Install, configure and secure a small office or home office network",,ICTICT202,Work and communicate effectively in an ICT environment,,ICTICT305,Identify and use current industry specific technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV in Cyber Security,,N/A,0,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/cyber-security,English,D,"Cyber security is the fastest growing area of information technology.With the rise in new technologies presenting a risk to local and global security, it’s not hard to see how. Chisholm has responded with a course specifically designed in collaboration with industry partners.The Certificate IV in Cyber Security is a high tech and high speed program that will prepare you with the skills, knowledge and work placement experience required to be job ready in a rapidly growing sector. Learn network security fundamentals, incident response plans, ethics and privacy within an ICT environment, analyse data and present research. You'll be job ready with work experience with one of our industry partners.This course provides for a range of possibilities within the information technology sector, including penetration testing, human hacking, network and IT security. The skills acquired will provide a multitude of career options worldwide.This course is the culmination of industry partners and colleagues collaboration; it is part of a unique pathway to the Advanced Diploma of Cyber Security.Full-Time: DayDANDENONG ONLY: Part-Time: Evening 6pm – 9pm (Tuesday and Thursday)This course is covered by the Free TAFE initiativeFree TAFE for Priority Courses is a Victorian Government program that covers your tuition fees to study in this course, if you’re eligible, from 1 January 2019. Note that you will still need to pay other fees such as student services or materials fees. Find out about your eligibility.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","computer forensics, IT security administrator, penetration tester",Australia,No,Yes,No,Yes,No,,Normal,Yes,ICTNWK509,Design and implement a security perimeter for ICT networks,,BSBRES401,Analyse and present research information,,VU21988,Utilise basic network concepts and protocols required in cyber security,,ICTNWK511,Manage network security,,VU21996,Evaluate and test an incident response plan for an enterprise,,VU21994,Perform basic cyber security data analysis,,RIICOM301D,Communicate Information,,VU21992,Develop a cyber security industry project,,VU21991,Implement network security infrastructure for an organisation,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,BSBWHS401,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",,VU21990,Recognise the need for cyber security in an organisation,,VU21989,Test concepts and procedures for cyber security,,VU21997,Expose website security vulnerabilities,,ICTPRG407,Write script for software applications,,VU21995,Manage the security infrastructure for the organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV in Cyber Security,,N/A,0,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/cyber-security,English,D,"Cyber security is the fastest growing area of information technology.With the rise in new technologies presenting a risk to local and global security, it’s not hard to see how. Chisholm has responded with a course specifically designed in collaboration with industry partners.The Certificate IV in Cyber Security is a high tech and high speed program that will prepare you with the skills, knowledge and work placement experience required to be job ready in a rapidly growing sector. Learn network security fundamentals, incident response plans, ethics and privacy within an ICT environment, analyse data and present research. You'll be job ready with work experience with one of our industry partners.This course provides for a range of possibilities within the information technology sector, including penetration testing, human hacking, network and IT security. The skills acquired will provide a multitude of career options worldwide.This course is the culmination of industry partners and colleagues collaboration; it is part of a unique pathway to the Advanced Diploma of Cyber Security.Full-Time: DayDANDENONG ONLY: Part-Time: Evening 6pm – 9pm (Tuesday and Thursday)This course is covered by the Free TAFE initiativeFree TAFE for Priority Courses is a Victorian Government program that covers your tuition fees to study in this course, if you’re eligible, from 1 January 2019. Note that you will still need to pay other fees such as student services or materials fees. Find out about your eligibility.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","computer forensics, IT security administrator, penetration tester",Australia,No,Yes,No,Yes,No,,Normal,Yes,ICTNWK509,Design and implement a security perimeter for ICT networks,,BSBRES401,Analyse and present research information,,VU21988,Utilise basic network concepts and protocols required in cyber security,,ICTNWK511,Manage network security,,VU21996,Evaluate and test an incident response plan for an enterprise,,VU21994,Perform basic cyber security data analysis,,RIICOM301D,Communicate Information,,VU21992,Develop a cyber security industry project,,VU21991,Implement network security infrastructure for an organisation,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,BSBWHS401,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",,VU21990,Recognise the need for cyber security in an organisation,,VU21989,Test concepts and procedures for cyber security,,VU21997,Expose website security vulnerabilities,,ICTPRG407,Write script for software applications,,VU21995,Manage the security infrastructure for the organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV in Cyber Security,,N/A,0,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/cyber-security,English,D,"Cyber security is the fastest growing area of information technology.With the rise in new technologies presenting a risk to local and global security, it’s not hard to see how. Chisholm has responded with a course specifically designed in collaboration with industry partners.The Certificate IV in Cyber Security is a high tech and high speed program that will prepare you with the skills, knowledge and work placement experience required to be job ready in a rapidly growing sector. Learn network security fundamentals, incident response plans, ethics and privacy within an ICT environment, analyse data and present research. You'll be job ready with work experience with one of our industry partners.This course provides for a range of possibilities within the information technology sector, including penetration testing, human hacking, network and IT security. The skills acquired will provide a multitude of career options worldwide.This course is the culmination of industry partners and colleagues collaboration; it is part of a unique pathway to the Advanced Diploma of Cyber Security.Full-Time: DayDANDENONG ONLY: Part-Time: Evening 6pm – 9pm (Tuesday and Thursday)This course is covered by the Free TAFE initiativeFree TAFE for Priority Courses is a Victorian Government program that covers your tuition fees to study in this course, if you’re eligible, from 1 January 2019. Note that you will still need to pay other fees such as student services or materials fees. Find out about your eligibility.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","computer forensics, IT security administrator, penetration tester",Australia,No,Yes,No,Yes,No,,Normal,Yes,ICTNWK509,Design and implement a security perimeter for ICT networks,,BSBRES401,Analyse and present research information,,VU21988,Utilise basic network concepts and protocols required in cyber security,,ICTNWK511,Manage network security,,VU21996,Evaluate and test an incident response plan for an enterprise,,VU21994,Perform basic cyber security data analysis,,RIICOM301D,Communicate Information,,VU21992,Develop a cyber security industry project,,VU21991,Implement network security infrastructure for an organisation,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,BSBWHS401,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",,VU21990,Recognise the need for cyber security in an organisation,,VU21989,Test concepts and procedures for cyber security,,VU21997,Expose website security vulnerabilities,,ICTPRG407,Write script for software applications,,VU21995,Manage the security infrastructure for the organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Information Technology,,N/A,10112,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/information-technology,English,D,"Develop general information and communications technology (ICT) skills and prepare for a career in the field.This course is available as part of the Dual Award: Diploma of Software Development (ICT50715) / Certificate IV in Information Technology (ICT40115).When you complete the Certificate IV in Information Technology, you’ll have a broad range of skills in networking, IT support and web development.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","help desk officer, support web designer, network support technician, database designer / developer, website developer, applications developer, assistant website coordinator",Australia,No,Yes,No,Yes,No,,Normal,No,ICTICT424,Address cyber security requirements,,ICTPRG418,Apply intermediate programming skills in another language,,ICTWEB401,Design a website to meet technical requirements,,ICTPRG402,Apply query language,,ICTPRG412,Configure and maintain databases,,ICTDBS403,Create basic databases,,ICTWEB429,Create a markup language document to specification,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,ICTNWK412,Create network documentation,,ICTICT401,Determine and confirm client business requirements,,ICTNWK408,Configure a desktop environment,,ICTICT420,Develop client user interface,,ICTWEB414,Design simple web page layouts,,ICTWEB431,Create and style simple markup language documents,,ICTICT426,Identify and evaluate emerging technologies and practices,,ICTNWK409,Create scripts for networking,,ICTPRG404,Test applications,,ICTWEB430,Produce server-side script for dynamic web pages,,ICTWEB422,Ensure website access and useability,,ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",,ICTNWK410,Install hardware to a network,,ICTICT425,"Implement WHS, environmental sustainability and anti-discrimination practices in an ICT workplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Certificate IV In Information Technology,,N/A,10112,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/information-technology,English,D,"Develop general information and communications technology (ICT) skills and prepare for a career in the field.This course is available as part of the Dual Award: Diploma of Software Development (ICT50715) / Certificate IV in Information Technology (ICT40115).When you complete the Certificate IV in Information Technology, you’ll have a broad range of skills in networking, IT support and web development.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","help desk officer, support web designer, network support technician, database designer / developer, website developer, applications developer, assistant website coordinator",Australia,No,Yes,No,Yes,No,,Normal,No,ICTICT424,Address cyber security requirements,,ICTPRG418,Apply intermediate programming skills in another language,,ICTWEB401,Design a website to meet technical requirements,,ICTPRG402,Apply query language,,ICTPRG412,Configure and maintain databases,,ICTDBS403,Create basic databases,,ICTWEB429,Create a markup language document to specification,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,ICTNWK412,Create network documentation,,ICTICT401,Determine and confirm client business requirements,,ICTNWK408,Configure a desktop environment,,ICTICT420,Develop client user interface,,ICTWEB414,Design simple web page layouts,,ICTWEB431,Create and style simple markup language documents,,ICTICT426,Identify and evaluate emerging technologies and practices,,ICTNWK409,Create scripts for networking,,ICTPRG404,Test applications,,ICTWEB430,Produce server-side script for dynamic web pages,,ICTWEB422,Ensure website access and useability,,ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",,ICTNWK410,Install hardware to a network,,ICTICT425,"Implement WHS, environmental sustainability and anti-discrimination practices in an ICT workplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Workplace,Certificate IV In Information Technology,,N/A,7720,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/information-technology-traineeship,English,D,"Develop general information and communications technology (ICT) skills and prepare for a career in the field. During the course, you’ll learn how to communicate with business clients; manage network and data integrity; manage simple projects; create technical documents; install hardware, internet protocol (IP) networks and servers; troubleshoot equipment; identify system and software faults; manage and administer operating systems; set up and secure a small office; and build a small wireless local area network (LAN). When you complete the Certificate IV in Information Technology, you’ll have a broad range of skills in networking, IT support and web development.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","help desk operator, support web designer, systems support, network support technician",Australia,No,Yes,No,Yes,No,,Traineeship,No,ICTPRG412,Configure and maintain databases,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,ICTNWK412,Create network documentation,,ICTICT424,Address cyber security requirements,,ICTPRG418,Apply intermediate programming skills in another language,,ICTPRG402,Apply query language,,ICTDBS403,Create basic databases,,ICTNWK408,Configure a desktop environment,,ICTNWK409,Create scripts for networking,,ICTWEB401,Design a website to meet technical requirements,,ICTWEB430,Produce server-side script for dynamic web pages,,ICTICT420,Develop client user interface,,ICTWEB414,Design simple web page layouts,,ICTWEB422,Ensure website access and useability,,ICTWEB429,Create a markup language document to specification,,ICTPRG404,Test applications,,ICTICT401,Determine and confirm client business requirements,,ICTICT426,Identify and evaluate emerging technologies and practices,,ICTNWK410,Install hardware to a network,,ICTICT425,"Implement WHS, environmental sustainability and anti-discrimination practices in an ICT workplace",,ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Workplace,Certificate IV In Information Technology Support,,N/A,9509,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/information-technology-support-traineeship,English,D,"Develop a broad range of information and communications technology (ICT) skills to support clients in small to medium businesses with this accredited traineeship course. During the course, you’ll learn how to communicate with business clients; manage network and data integrity; manage simple projects; create technical documents; install hardware, internet protocol (IP) networks and servers; troubleshoot equipment, identify system and software faults; set up and secure a small office; and build a small wireless local area network (LAN). When you complete the Certificate IV in Information Technology Support (Traineeship), you’ll have the networking and systems support skills required for an entry level position in the ICT field.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","user technician support, network support technician, help desk specialist",Australia,No,Yes,No,Yes,No,,Traineeship,No,BSBSUS401,Implement and monitor environmentally sustainable work practices,,BSBWHS403,Contribute to implementing and maintaining WHS consultation and participation processes,,ICTICT408,Create technical documentation,,ICTSAS307,"Install, configure and secure a small office or home office network",,ICTICT401,Determine and confirm client business requirements,,ICTSAS412,Action change requests,,ICTSAS410,Identify and resolve client ICT problems,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Chisholm Institute,Melbourne,Diploma Of Software Development / Certificate IV In Information Technology,,N/A,15889,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/software-development--certificate-iv-in-information-technology,English,D,"If you want to extend your information and communications technology (ICT) skills, and specialise in your area of interest, this course is for you.When you complete this combined software development and information technology course, you’ll have industry standard skills in networking, web development, computer programming, software and games development. TIMETABLE:Three and a half days in Term 1Upon completion of the Certificate IV in Information Technology, students will then enrol and progress into the Diploma of Software Development.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","assistant software developer, website developer, programmer, system designer, website coordinator",Australia,No,Yes,No,Yes,No,,Normal,No,ICTPRG402,Apply query language,,ICTICT424,Address cyber security requirements,,ICTNWK408,Configure a desktop environment,,ICTPRG418,Apply intermediate programming skills in another language,,ICTPRG412,Configure and maintain databases,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,ICTWEB429,Create a markup language document to specification,,ICTWEB431,Create and style simple markup language documents,,ICTICT401,Determine and confirm client business requirements,,ICTNWK409,Create scripts for networking,,ICTICT420,Develop client user interface,,ICTWEB401,Design a website to meet technical requirements,,ICTWEB422,Ensure website access and useability,,ICTWEB414,Design simple web page layouts,,ICTDBS403,Create basic databases,,ICTICT426,Identify and evaluate emerging technologies and practices,,ICTICT425,"Implement WHS, environmental sustainability and anti-discrimination practices in an ICT workplace",,ICTWEB430,Produce server-side script for dynamic web pages,,ICTNWK410,Install hardware to a network,,ICTICT509,Gather data to identify business requirements,,ICTPRG404,Test applications,,ICTPRG502,Manage a project using software management tools,,ICTNWK412,Create network documentation,,ICTPRG503,Debug and monitor applications,,ICTPRG504,Deploy an application to a production environment,,ICTICT403,Apply software development methodologies,,ICTPRG520,Validate an application design against specifications,,BSBEBU511,Develop and implement an e-business strategy,,ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",,ICTPRG527,Apply intermediate object-oriented language skills,,ICTPRG523,Apply advanced programming skills in another language,,ICTPRG531,Prepare for application development using current methods,,ICTPRG532,Apply advanced object-oriented language skills,,ICTSAD501,Model data objects,,ICTPRG529,Apply testing techniques for software development,,ICTSAD502,Model data processes,,,,,,,,,,,,,
DIP,Chisholm Institute,Melbourne,Diploma Of Software Development,,"7,525.",11022,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://www.chisholm.edu.au/courses/diploma/software-development,English,A,"Build a career in the information and communications technology (ICT) field, specialising in software development.When you complete this course, you’ll be able to design codes and applications, maintain software and implement computer solutions for individuals and companies.This course is available as part of the Dual Award: Diploma of Software Development (ICT50718) / Certificate IV in Information Technology (ICT40118).Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","database designer / developer, website developer, applications developer, assistant website coordinator",Australia,No,Yes,No,Yes,No,,Normal,No,ICTPRG532,Apply advanced object-oriented language skills,,ICTPRG523,Apply advanced programming skills in another language,,ICTPRG527,Apply intermediate object-oriented language skills,,ICTPRG418,Apply intermediate programming skills in another language,,ICTICT403,Apply software development methodologies,,ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",,ICTPRG502,Manage a project using software management tools,,ICTPRG529,Apply testing techniques for software development,,ICTPRG503,Debug and monitor applications,,ICTPRG504,Deploy an application to a production environment,,BSBEBU511,Develop and implement an e-business strategy,,ICTICT509,Gather data to identify business requirements,,ICTSAD501,Model data objects,,ICTSAD502,Model data processes,,ICTPRG531,Prepare for application development using current methods,,ICTPRG520,Validate an application design against specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
