Level_Code,University,City,Course,Faculty,Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
CERTIII,Box Hill Institute,Melbourne,Certificate III in Education Support, Education Support,0,AUD,Years,5.0,Months,Yes,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iii-in-education-support-hces3-d/,English,D,"Through our education support course you'll be engaged in a variety of tasks centred on supporting students and assisting teachers to deliver a quality education program, and undertake a minimum of 100 hours of practical placement. Ideal for aspiring educators who want to assist children to reach their full potential, during our education support course you'll learn the skills to:  help children improve their education outcomes assist with and support implementation of education plans for individuals  Our qualification is nationally recognised and will ensure you are National Disability Insurance Scheme (NDIS) ready. After successful completion, you can seek work as a teacher's aide, integration aide or an education support worker.","After successful completion, you may wish to apply for a range of employment opportunities including roles as a:  teacher's aide integration aide education support worker English as a second language support worker",Australia,,Yes,No,Yes,No,,Normal,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Electrotechnology (Pre-vocational), Electrical & Refrigeration,0,AUD,Years,10.0,Weeks,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-electrotechnology-pre-vocational-ete16-pra/,English,A,"This state accredited electrical and refrigeration course will provide you with the opportunity to develop your skills and knowledge across a range of sectors, including electrical, electronics, refrigeration and mechanical engineering.  This hands on pre-apprenticeship program will provide you with a broad understanding of the electrical industry, learning how to use tools, electrical wiring and equipment of the Electrical Trade, in addition to an introduction to basic Air Conditioning Systems. On completion of this course you will also receive a White Card enabling you to work safely on a building site. This will provide you with a better standing when applying for an apprenticeship with an employer.",This course prepares you for employment as an apprentice electrician. Box Hill Institute has numerous affiliations with industry. Part of our role is not only to educate and train you but also to assist you finding employment opportunities through real industry contacts. Our aim for this course is to get you work ready. With this in mind we will deliver this course with a focus on both practical skills and theoretical knowledge.,Australia,Yes,Yes,Yes,Yes,Yes,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Electrotechnology (Pre-vocational), Electrical & Refrigeration,0,AUD,Years,10.0,Weeks,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-electrotechnology-pre-vocational-ete16-pra/,English,A,"This state accredited electrical and refrigeration course will provide you with the opportunity to develop your skills and knowledge across a range of sectors, including electrical, electronics, refrigeration and mechanical engineering.  This hands on pre-apprenticeship program will provide you with a broad understanding of the electrical industry, learning how to use tools, electrical wiring and equipment of the Electrical Trade, in addition to an introduction to basic Air Conditioning Systems. On completion of this course you will also receive a White Card enabling you to work safely on a building site. This will provide you with a better standing when applying for an apprenticeship with an employer.",This course prepares you for employment as an apprentice electrician. Box Hill Institute has numerous affiliations with industry. Part of our role is not only to educate and train you but also to assist you finding employment opportunities through real industry contacts. Our aim for this course is to get you work ready. With this in mind we will deliver this course with a focus on both practical skills and theoretical knowledge.,Australia,Yes,Yes,Yes,Yes,Yes,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Split Air-Conditioning and Heat Pump Systems, Electrical & Refrigeration,"3,327",AUD,Years,5.0,Weeks,No,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-split-air-conditioning-and-heat-pump-systems-etrss-d/,English,D,"If you are a plumber or electrician who wants to up-skill to apply for a refrigerant handling licence then this is the course for you. Our course in split air-conditioning and heat pump systems will provide you with the skills and knowledge you need to apply for the licence issued by the Australian Refrigeration Council. Under the leadership of current industry professionals you will learn how to:  install and disconnect both split air-conditioning and water heating pump systems work with refrigerant tubing and fittings to position, assemble and start up","May lead to employment as an ARC licensed to install, commission and decommission split air conditioning systems up to 18kw.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Air-conditioning and Refrigeration, Electrical & Refrigeration,"6,907",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iii-in-air-conditioning-and-refrigeration-etr11-app/,English,A,"Gain a solid foundation in all aspects of the refrigeration and air conditioning industries. Our air conditioning and refrigeration apprenticeship will provide you with practical experiences in the industry and you’ll learn from current industry professionals:  to work safely in the construction industry and carry out Workplace Health and Safety requirements to provide first aid and cardiopulmonary resuscitation to use air conditioning and refrigeration tools, electrical wiring and equipment of the trade to understand drawings and specifications to identify and handle various refrigerants to service and repair cooling systems to install and maintain refrigeration and air conditioning piping and tubing, electrical apparatus and circuits to maintain documentation to source and purchase material/parts for installation or service jobs to provide quotations for installation or service jobs and to deliver a service to customers.","On successful completion of this apprenticeship, you may wish to apply for employment opportunities within the refrigeration and air-conditioning industries as a licensed refrigeration mechanic.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Appliance Service, Electrical & Refrigeration,"6,640",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iii-in-appliance-service-eta11-app/,English,A,"Develop a strong foundation in the appliance service industry. Our appliance service apprenticeship will provide you with practical and comprehensive training and all the skills you need to work in the appliance service industry. Under the leadership of current industry professionals you will learn:  to work safely in the appliance service industry to handle and use refrigerants while servicing self-contained refrigeration and air conditioning appliances following prescribed routines to use and work with drawings, diagrams, schedules, standard codes and specifications to identify and document occupational health and safety hazards to apply control measures to problem solve, diagnose and rectify faults in the various control systems and motors of equipment such as refrigeration and air conditioning to service small electrical appliances and power tools, refrigerators, clothes washing machines, and dryers to source and purchase material/parts for service jobs to provide quotations and deliver a service to customers","After successful completion, you may wish to apply for employment opportunities as an appliance service technician for a large or small service company. Other opportunities may include pursuing your own business after obtaining the relevant licences.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Electrotechnology Electrician, Electrical & Refrigeration,"6,951",AUD,Years,4.0,Years,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iii-in-electrotechnology-electrician-ete11-app/,English,A,"Learn the fundamentals of all things electrical and gain the electrotechnology skills and knowledge for the trade.  Our electrotechnology electrician apprenticeship will provide you with practical experience in the industry.  Under the leadership of current industry professionals you will learn:  to use hand and power tools to install and terminate wiring systems for network communications to maintain and repair apparatus and associated electrical circuits to fabricate, assemble and dismantle utility components to solve problems in DC circuits and low voltage AC circuits to test rail signalling cables to repair various electro-tech equipment to diagnose and rectify faults to commission procedures of apparatus and associated circuits","After successful completion, you may seek employment with sole registered electrical contractors or large electrical contracting organisations as a licensed electrical mechanic (electrician).",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Security Equipment, Electrical & Refrigeration,"5,900",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iii-in-security-equipment-ets11-app/,English,A,"Develop a thorough understanding of how security systems work. Our 3-year security equipment apprenticeship will provide you with practical and comprehensive training in the installation and pre-commissioning set up of wired and wireless security systems in multiple, commercial industrial premises. Under the supervision of current industry professionals you will learn:  to work safely in the construction industry to provide first aid and cardiopulmonary resuscitation to use hand and power tools essential to the trade to source and purchase materials/parts for installation or service jobs to deliver a service to customers to correctly install and maintain security systems equipment including closed circuit television (CCTV) to diagnose and rectify faults to provide quotations for installation and service jobs to maintain documentation to use workplace computer applications","You may apply for employment as an alarm installer for a company that specialises in security equipment. As this course is nationally recognised, interstate employment is also an option for you.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Integrated Technologies, Electrical & Refrigeration,"1,451",AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-iv-in-integrated-technologies-etit4-d/,English,D,"This integrated technology course is perfect for those who are currently undertaking an electrotechnology apprenticeship, but may also be of interest if you would like to enter the workforce and gain employment in a technical role in a range of industries.  If you already work in the industry - you may also wish to simply study a selection of units to gain a particular skill set. You can choose to specialise in either motor control or programmable logic control, and the course will set you up to pursue employment opportunities across a broad range of industries including manufacturing, medical equipment servicing, telecommunications infrastructure, building automation, computer networking, process control or blends of these technologies.","The course is targeted mainly at current and former Certificate III in Electrotechnology Electrician apprentices, and new entrants into the workforce who want to gain employment as technicians. It is expected that some participants will complete particular units only to gain special skill sets. There is no single source of employment for graduates from this proposed course. Rather, skills developed in the course will prepare graduates to undertake work across a wide range of activities in technology fields which are merging and for which presently no formal qualifications are available. Typical job roles are:  leading tradesperson service technician systems manager facilities manager small team leader  A diverse range of industries will employ graduates from this course, such as small and large enterprises involved with manufacturing, medical equipment servicing, telecommunications infrastructure, building automation, computer networking, process control or blends of these technologies.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,"Short Course Course in Heating, Ventilation and Air Conditioning Services", Electrical & Refrigeration,440,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/course-in-heating-ventilation-and-air-conditioning-services-etrha-sc/,English,A,"This master refrigeration program is designed to compliment other training programs and the experience gained in heating, ventilation and air conditioning. This program has adopted a blended delivery method, intergrating technology and enhancing learning using a learning management system (LMS).  You'll also receive face to face training using the Refrigeration Climate Control Centre (RCCC) pods to enhance your learning experience.","The course is targeted mainly at current and former Certificate III in Electrotechnology Electrician apprentices, and new entrants into the workforce who want to gain employment as technicians. It is expected that some participants will complete particular units only to gain special skill sets. There is no single source of employment for graduates from this proposed course. Rather, skills developed in the course will prepare graduates to undertake work across a wide range of activities in technology fields which are merging and for which presently no formal qualifications are available. Typical job roles are:  leading tradesperson service technician systems manager facilities manager small team leader  A diverse range of industries will employ graduates from this course, such as small and large enterprises involved with manufacturing, medical equipment servicing, telecommunications infrastructure, building automation, computer networking, process control or blends of these technologies.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Initial Adult Literacy and Numeracy, Employment Preparation ,440,AUD,Years,,,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-initial-adult-literacy-and-numeracy-iln55-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. Numbers and words can be confusing for people with a permanent cognitive impairment or intellectual disability.  When literacy and numeracy skills are under developed, ordinary life in the community can be affected.  We are here to help!  Together we can break down the barriers to education, employment and living and help participants to become more actively involved in their community. Learners will complete a total of 11 units.  By the end of the course, students will be able to recognise basic time, money and measurement, and will further develop skills to communicate their ideas and opinions.  Familiar activities and situations will be included to make learning fun and allow participants to tap into their organisation, problem-solving and technology skills. Teaching strategies will be sensitive to the specific needs of students to encourage their active involvement in class and success in the course.","The Certificate I in Initial Adult Literacy and Numeracy will require the use of skills such as communication, teamwork and problem solving that are valuable for employment preparation.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Initial Adult Literacy and Numeracy, Employment Preparation ,440,AUD,Years,,,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-initial-adult-literacy-and-numeracy-iln55-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. Numbers and words can be confusing for people with a permanent cognitive impairment or intellectual disability.  When literacy and numeracy skills are under developed, ordinary life in the community can be affected.  We are here to help!  Together we can break down the barriers to education, employment and living and help participants to become more actively involved in their community. Learners will complete a total of 11 units.  By the end of the course, students will be able to recognise basic time, money and measurement, and will further develop skills to communicate their ideas and opinions.  Familiar activities and situations will be included to make learning fun and allow participants to tap into their organisation, problem-solving and technology skills. Teaching strategies will be sensitive to the specific needs of students to encourage their active involvement in class and success in the course.","The Certificate I in Initial Adult Literacy and Numeracy will require the use of skills such as communication, teamwork and problem solving that are valuable for employment preparation.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Initial Adult Literacy and Numeracy, Employment Preparation ,440,AUD,Years,,,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-initial-adult-literacy-and-numeracy-iln55-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. Numbers and words can be confusing for people with a permanent cognitive impairment or intellectual disability.  When literacy and numeracy skills are under developed, ordinary life in the community can be affected.  We are here to help!  Together we can break down the barriers to education, employment and living and help participants to become more actively involved in their community. Learners will complete a total of 11 units.  By the end of the course, students will be able to recognise basic time, money and measurement, and will further develop skills to communicate their ideas and opinions.  Familiar activities and situations will be included to make learning fun and allow participants to tap into their organisation, problem-solving and technology skills. Teaching strategies will be sensitive to the specific needs of students to encourage their active involvement in class and success in the course.","The Certificate I in Initial Adult Literacy and Numeracy will require the use of skills such as communication, teamwork and problem solving that are valuable for employment preparation.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Initial Adult Literacy and Numeracy, Employment Preparation ,440,AUD,Years,,,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-initial-adult-literacy-and-numeracy-iln55-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. Numbers and words can be confusing for people with a permanent cognitive impairment or intellectual disability.  When literacy and numeracy skills are under developed, ordinary life in the community can be affected.  We are here to help!  Together we can break down the barriers to education, employment and living and help participants to become more actively involved in their community. Learners will complete a total of 11 units.  By the end of the course, students will be able to recognise basic time, money and measurement, and will further develop skills to communicate their ideas and opinions.  Familiar activities and situations will be included to make learning fun and allow participants to tap into their organisation, problem-solving and technology skills. Teaching strategies will be sensitive to the specific needs of students to encourage their active involvement in class and success in the course.","The Certificate I in Initial Adult Literacy and Numeracy will require the use of skills such as communication, teamwork and problem solving that are valuable for employment preparation.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Transition Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-transition-education-trsed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. This engaging transition education course will support your special learning needs and encourage your confidence to get actively involved in the community.  You will develop the skills to take part in social events or investigate volunteering, jobs or further study pathways.  You will participate in creative activities to explore:  your personal goals independent living skills information about travel, health and recreational activities relationships and communication basic literacy and numeracy   You’ll be better prepared for future work and study possibilities after learning about:  communication, teamwork and problem solving planning and organising self-management technology  After completing this course you will have acquired valuable skills to boost your independence and be more confident to take your next steps.","This course will help students to actively participate in the community whilst developing their skills to explore volunteering, supported or open employment or to access further study options. Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Transition Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-transition-education-trsed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. This engaging transition education course will support your special learning needs and encourage your confidence to get actively involved in the community.  You will develop the skills to take part in social events or investigate volunteering, jobs or further study pathways.  You will participate in creative activities to explore:  your personal goals independent living skills information about travel, health and recreational activities relationships and communication basic literacy and numeracy   You’ll be better prepared for future work and study possibilities after learning about:  communication, teamwork and problem solving planning and organising self-management technology  After completing this course you will have acquired valuable skills to boost your independence and be more confident to take your next steps.","This course will help students to actively participate in the community whilst developing their skills to explore volunteering, supported or open employment or to access further study options. Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Transition Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-transition-education-trsed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. This engaging transition education course will support your special learning needs and encourage your confidence to get actively involved in the community.  You will develop the skills to take part in social events or investigate volunteering, jobs or further study pathways.  You will participate in creative activities to explore:  your personal goals independent living skills information about travel, health and recreational activities relationships and communication basic literacy and numeracy   You’ll be better prepared for future work and study possibilities after learning about:  communication, teamwork and problem solving planning and organising self-management technology  After completing this course you will have acquired valuable skills to boost your independence and be more confident to take your next steps.","This course will help students to actively participate in the community whilst developing their skills to explore volunteering, supported or open employment or to access further study options. Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Transition Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-transition-education-trsed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location. This engaging transition education course will support your special learning needs and encourage your confidence to get actively involved in the community.  You will develop the skills to take part in social events or investigate volunteering, jobs or further study pathways.  You will participate in creative activities to explore:  your personal goals independent living skills information about travel, health and recreational activities relationships and communication basic literacy and numeracy   You’ll be better prepared for future work and study possibilities after learning about:  communication, teamwork and problem solving planning and organising self-management technology  After completing this course you will have acquired valuable skills to boost your independence and be more confident to take your next steps.","This course will help students to actively participate in the community whilst developing their skills to explore volunteering, supported or open employment or to access further study options. Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Work Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-work-education-wrked-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and delivered on campus or at your Disability Service Provider's location.    Embrace life and choice by developing the skills you need to be active in the community, have a job or study. In our work education course, you’ll learn through experience that includes creative and vocational activities. This education course is ideal if you want to improve your employment skills in a comfortable and nurturing learning environment so that you can explore work options and education pathways that meet your goals. You’ll be encouraged in a fun way to build your independence and resilience. Your needs will be considered and teaching will be tailored to encourage your success. This course will cover:  workplace health and safety exposure to different industries the job seeking process setting work-related goals developing a personal vocational plan self-development for workplace participation use of technology to gather information about work-related goals",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology,Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Work Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-work-education-wrked-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and delivered on campus or at your Disability Service Provider's location.    Embrace life and choice by developing the skills you need to be active in the community, have a job or study. In our work education course, you’ll learn through experience that includes creative and vocational activities. This education course is ideal if you want to improve your employment skills in a comfortable and nurturing learning environment so that you can explore work options and education pathways that meet your goals. You’ll be encouraged in a fun way to build your independence and resilience. Your needs will be considered and teaching will be tailored to encourage your success. This course will cover:  workplace health and safety exposure to different industries the job seeking process setting work-related goals developing a personal vocational plan self-development for workplace participation use of technology to gather information about work-related goals",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology,Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Work Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-work-education-wrked-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and delivered on campus or at your Disability Service Provider's location.    Embrace life and choice by developing the skills you need to be active in the community, have a job or study. In our work education course, you’ll learn through experience that includes creative and vocational activities. This education course is ideal if you want to improve your employment skills in a comfortable and nurturing learning environment so that you can explore work options and education pathways that meet your goals. You’ll be encouraged in a fun way to build your independence and resilience. Your needs will be considered and teaching will be tailored to encourage your success. This course will cover:  workplace health and safety exposure to different industries the job seeking process setting work-related goals developing a personal vocational plan self-development for workplace participation use of technology to gather information about work-related goals",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology,Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Certificate I in Work Education, Employment Preparation ,537,AUD,Years,1.0,Year,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-i-in-work-education-wrked-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and delivered on campus or at your Disability Service Provider's location.    Embrace life and choice by developing the skills you need to be active in the community, have a job or study. In our work education course, you’ll learn through experience that includes creative and vocational activities. This education course is ideal if you want to improve your employment skills in a comfortable and nurturing learning environment so that you can explore work options and education pathways that meet your goals. You’ll be encouraged in a fun way to build your independence and resilience. Your needs will be considered and teaching will be tailored to encourage your success. This course will cover:  workplace health and safety exposure to different industries the job seeking process setting work-related goals developing a personal vocational plan self-development for workplace participation use of technology to gather information about work-related goals",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management technology,Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Work Education, Employment Preparation ,631,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-work-education-w2aed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location.   Do you know what you want to do but need a little more help to get there?  Have you identified an industry that you would like to learn more about or work in? This work education course will give you the skills you need to explore the job roles within your chosen industry, learn about work place safety and understand the behaviours that are required to get and keep a fantastic job! We can help you work towards a future in either:  business administration horticulture or plant propagation hospitality process manufacturing retail assistance retail floristry warehousing  You will learn about different jobs in your chosen industry and identify the skills that you need for those jobs.  You will also gain an understanding of your own attributes and the employment support services that can help you when you need it.  You will be given opportunities for hands on experience as part of your work placement blocks so that you can practice your newly learned vocational skills and identify areas for future learning.  Your friendly teacher will be with you every step of the way to support you with any learning challenges and give you feedback on how you are going.  Delivery and assessment will be adjusted to encourage your success.  Are you ready for industry?  Is industry ready for you?",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management initiative technology,Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Work Education, Employment Preparation ,631,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-work-education-w2aed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location.   Do you know what you want to do but need a little more help to get there?  Have you identified an industry that you would like to learn more about or work in? This work education course will give you the skills you need to explore the job roles within your chosen industry, learn about work place safety and understand the behaviours that are required to get and keep a fantastic job! We can help you work towards a future in either:  business administration horticulture or plant propagation hospitality process manufacturing retail assistance retail floristry warehousing  You will learn about different jobs in your chosen industry and identify the skills that you need for those jobs.  You will also gain an understanding of your own attributes and the employment support services that can help you when you need it.  You will be given opportunities for hands on experience as part of your work placement blocks so that you can practice your newly learned vocational skills and identify areas for future learning.  Your friendly teacher will be with you every step of the way to support you with any learning challenges and give you feedback on how you are going.  Delivery and assessment will be adjusted to encourage your success.  Are you ready for industry?  Is industry ready for you?",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management initiative technology,Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Work Education, Employment Preparation ,631,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-work-education-w2aed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location.   Do you know what you want to do but need a little more help to get there?  Have you identified an industry that you would like to learn more about or work in? This work education course will give you the skills you need to explore the job roles within your chosen industry, learn about work place safety and understand the behaviours that are required to get and keep a fantastic job! We can help you work towards a future in either:  business administration horticulture or plant propagation hospitality process manufacturing retail assistance retail floristry warehousing  You will learn about different jobs in your chosen industry and identify the skills that you need for those jobs.  You will also gain an understanding of your own attributes and the employment support services that can help you when you need it.  You will be given opportunities for hands on experience as part of your work placement blocks so that you can practice your newly learned vocational skills and identify areas for future learning.  Your friendly teacher will be with you every step of the way to support you with any learning challenges and give you feedback on how you are going.  Delivery and assessment will be adjusted to encourage your success.  Are you ready for industry?  Is industry ready for you?",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management initiative technology,Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Work Education, Employment Preparation ,631,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-work-education-w2aed-d/,English,D,"This course is run by Box Hill Institute for a variety of Disability Service Providers and is delivered on campus or at your Disability Service Provider's location.   Do you know what you want to do but need a little more help to get there?  Have you identified an industry that you would like to learn more about or work in? This work education course will give you the skills you need to explore the job roles within your chosen industry, learn about work place safety and understand the behaviours that are required to get and keep a fantastic job! We can help you work towards a future in either:  business administration horticulture or plant propagation hospitality process manufacturing retail assistance retail floristry warehousing  You will learn about different jobs in your chosen industry and identify the skills that you need for those jobs.  You will also gain an understanding of your own attributes and the employment support services that can help you when you need it.  You will be given opportunities for hands on experience as part of your work placement blocks so that you can practice your newly learned vocational skills and identify areas for future learning.  Your friendly teacher will be with you every step of the way to support you with any learning challenges and give you feedback on how you are going.  Delivery and assessment will be adjusted to encourage your success.  Are you ready for industry?  Is industry ready for you?",This course will help students to develop the skills to gain and maintain supported or open employment or undertake further study.   Employment skills covered by the course include:  communication teamwork problem solving planning and organising self-management initiative technology,Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Engineering Studies, Engineering & Welding,Secondary School,AUD,Years,6.0,Days,No,No,ATAR,IELTS,,7.0,https://www.boxhill.edu.au/courses/certificate-ii-in-engineering-studies-eng50-vetis/,English,A,"This VCE VET Engineering program will provide you with the knowledge and tools to start a career in Engineering. Known as STEM (Science, Technology, Engineering and Maths), this program will allow you to continue studies towards an engineering diploma, degree or even a fabrication, automotive or manufacturing trade.","The aim of this course is to provide you with pre-employment training and pathways in the engineering, manufacturing or related industries and accommodate entry into the wider engineering industry. Specifically, after completing this course you may:  Undertake a work-based apprenticeship, traineeship or cadetship leading into a range of careers as a tradesperson Gain level entry employment in engineering or related industries",Australia,,Yes,No,Yes,No,,Normal,No
